CustomerID,Name,Age,Gender,Geography,SubscriptionPlan
15571940,Customer 239,36,Female,Germany,Basic
15571958,Customer 240,37,Male,Canada,Standard
15571973,Customer 241,33,Female,Germany,Premium
15571995,Customer 242,68,Female,France,Basic
15572021,Customer 243,60,Male,USA,Premium
15572022,Customer 244,20,Female,UK,Premium
15572038,Customer 245,56,Female,Germany,Standard
15572050,Customer 246,36,Female,Canada,Basic
15572051,Customer 247,66,Male,Germany,Basic
15572073,Customer 248,25,Male,Germany,Standard
15572093,Customer 249,26,Male,Germany,Standard
15572114,Customer 250,35,Male,UK,Premium
15572145,Customer 251,29,Female,France,Standard
15572158,Customer 252,67,Female,Canada,Premium
15572174,Customer 253,51,Female,UK,Basic
15572182,Customer 254,49,Female,Canada,Basic
15572265,Customer 255,61,Male,Canada,Premium
15572291,Customer 256,52,Male,France,Basic
15572294,Customer 257,54,Male,Canada,Basic
15572356,Customer 258,63,Male,Canada,Premium
15572360,Customer 259,18,Male,Germany,Basic
15572361,Customer 260,60,Male,Germany,Basic
15572374,Customer 261,19,Male,France,Basic
15572390,Customer 262,19,Female,Germany,Premium
15572398,Customer 263,61,Male,Germany,Premium
15572408,Customer 264,20,Female,USA,Premium
15572415,Customer 265,23,Female,USA,Basic
15572428,Customer 266,20,Male,USA,Basic
15572461,Customer 267,52,Male,USA,Premium
15572467,Customer 268,21,Male,Germany,Basic
15572547,Customer 269,60,Female,UK,Standard
15572626,Customer 270,55,Female,Germany,Premium
15572631,Customer 271,33,Female,France,Premium
15572657,Customer 272,52,Female,USA,Basic
15572706,Customer 273,41,Male,Germany,Standard
15572728,Customer 274,33,Male,USA,Premium
15572735,Customer 275,60,Female,Canada,Premium
15572762,Customer 276,31,Male,UK,Basic
15572767,Customer 277,70,Male,UK,Standard
15572777,Customer 278,40,Female,Germany,Premium
15572792,Customer 279,46,Male,Germany,Basic
15572801,Customer 280,56,Male,France,Standard
15572956,Customer 281,68,Male,Canada,Basic
15573045,Customer 282,50,Male,USA,Standard
15573077,Customer 283,28,Female,UK,Premium
15573086,Customer 284,69,Male,Germany,Standard
15573112,Customer 285,63,Female,France,Standard
15573152,Customer 286,26,Female,USA,Basic
15573171,Customer 287,25,Female,USA,Premium
15573242,Customer 288,54,Female,UK,Standard
15573278,Customer 289,29,Male,France,Standard
15573280,Customer 290,56,Male,France,Premium
15573284,Customer 291,48,Female,France,Premium
15573309,Customer 292,60,Male,Germany,Standard
15573318,Customer 293,19,Female,USA,Basic
15573319,Customer 294,31,Female,France,Premium
15573348,Customer 295,26,Male,USA,Basic
15573452,Customer 296,23,Female,Germany,Premium
15573456,Customer 297,69,Male,France,Standard
15573520,Customer 298,51,Male,Canada,Premium
15573599,Customer 299,52,Male,France,Standard
15573628,Customer 300,65,Male,UK,Basic
15573730,Customer 301,36,Female,Germany,Standard
15573741,Customer 302,31,Female,UK,Basic
15573769,Customer 303,42,Female,Canada,Standard
15573798,Customer 304,41,Male,France,Basic
15573851,Customer 305,68,Male,Germany,Basic
15573854,Customer 306,23,Female,France,Premium
15573876,Customer 307,47,Female,France,Standard
15573888,Customer 308,35,Female,Germany,Standard
15573893,Customer 309,57,Male,Germany,Basic
15573926,Customer 310,23,Male,France,Basic
15573971,Customer 311,61,Female,USA,Standard
15574004,Customer 312,34,Female,Canada,Standard
15574012,Customer 313,37,Female,Germany,Basic
15574068,Customer 314,70,Male,UK,Premium
15574071,Customer 315,45,Female,France,Standard
15574072,Customer 316,43,Female,France,Basic
15574115,Customer 317,44,Female,Canada,Basic
15574119,Customer 318,35,Female,France,Premium
15574122,Customer 319,53,Male,USA,Premium
15574137,Customer 320,26,Male,Canada,Basic
15574142,Customer 321,33,Female,Germany,Standard
15574167,Customer 322,34,Female,France,Basic
15574169,Customer 323,60,Male,USA,Standard
15574206,Customer 324,63,Male,UK,Premium
15574213,Customer 325,34,Female,Germany,Basic
15574237,Customer 326,61,Male,UK,Basic
15574283,Customer 327,19,Female,France,Premium
15574296,Customer 328,65,Male,France,Basic
15574305,Customer 329,44,Female,Germany,Standard
15574324,Customer 330,46,Female,USA,Premium
15574331,Customer 331,56,Female,UK,Premium
15574352,Customer 332,42,Male,USA,Basic
15574369,Customer 333,64,Female,France,Premium
15574372,Customer 334,27,Female,UK,Premium
15574480,Customer 335,23,Female,France,Standard
15574523,Customer 336,40,Female,Canada,Premium
15574554,Customer 337,55,Male,France,Premium
15574558,Customer 338,63,Male,Germany,Basic
15574584,Customer 339,56,Female,France,Standard
15574608,Customer 340,63,Female,UK,Basic
15574692,Customer 341,31,Female,France,Premium
15574743,Customer 342,49,Female,Germany,Premium
15574761,Customer 343,39,Male,France,Standard
15574783,Customer 344,52,Male,UK,Basic
15574795,Customer 345,65,Female,USA,Premium
15574830,Customer 346,35,Female,Germany,Basic
15574842,Customer 347,63,Female,Canada,Premium
15574858,Customer 348,41,Female,UK,Premium
15574868,Customer 349,21,Male,USA,Basic
15574879,Customer 350,51,Male,USA,Premium
15574886,Customer 351,24,Male,France,Basic
15574910,Customer 352,20,Male,UK,Standard
15574947,Customer 353,69,Male,USA,Standard
15575002,Customer 354,41,Female,France,Standard
15575024,Customer 355,31,Male,UK,Basic
15575060,Customer 356,35,Male,USA,Premium
15575119,Customer 357,67,Male,Canada,Premium
15575146,Customer 358,66,Female,UK,Basic
15575147,Customer 359,37,Male,France,Premium
15575185,Customer 360,19,Female,USA,Standard
15575214,Customer 361,44,Female,UK,Premium
15575243,Customer 362,69,Female,USA,Standard
15575247,Customer 363,56,Male,France,Premium
15575391,Customer 364,66,Female,France,Premium
15575399,Customer 365,39,Male,France,Premium
15575409,Customer 366,33,Female,UK,Basic
15575410,Customer 367,61,Male,Germany,Basic
15575417,Customer 368,66,Male,UK,Premium
15575428,Customer 369,20,Female,UK,Premium
15575430,Customer 370,38,Male,France,Premium
15575438,Customer 371,60,Female,Canada,Basic
15575445,Customer 372,58,Male,Germany,Standard
15575486,Customer 373,40,Female,France,Standard
15575492,Customer 374,48,Female,Canada,Standard
15575498,Customer 375,68,Male,France,Premium
15575510,Customer 376,59,Female,UK,Basic
15575581,Customer 377,44,Female,Canada,Basic
15575605,Customer 378,70,Male,Canada,Basic
15575619,Customer 379,35,Male,Canada,Standard
15575623,Customer 380,35,Male,France,Premium
15575676,Customer 381,28,Male,Canada,Basic
15575679,Customer 382,49,Male,Canada,Basic
15575691,Customer 383,57,Female,USA,Standard
15575694,Customer 384,25,Female,USA,Basic
15575748,Customer 385,44,Male,France,Basic
15575759,Customer 386,68,Female,France,Standard
15575858,Customer 387,57,Female,UK,Standard
15575883,Customer 388,32,Female,Germany,Basic
15575935,Customer 389,25,Female,USA,Premium
15575955,Customer 390,28,Male,UK,Premium
15576000,Customer 391,56,Female,UK,Basic
15576022,Customer 392,37,Female,USA,Standard
15576044,Customer 393,23,Female,Canada,Standard
15576065,Customer 394,58,Female,Germany,Basic
15576077,Customer 395,26,Female,USA,Standard
15576085,Customer 396,57,Male,UK,Standard
15576094,Customer 397,30,Female,France,Basic
15576111,Customer 398,59,Male,UK,Standard
15576124,Customer 399,64,Female,Germany,Basic
15576126,Customer 400,30,Female,France,Standard
15576131,Customer 401,50,Female,France,Basic
15576156,Customer 402,65,Male,France,Standard
15576162,Customer 403,22,Male,France,Basic
15576185,Customer 404,30,Female,Germany,Standard
15576196,Customer 405,65,Female,Germany,Standard
15576216,Customer 406,33,Female,Germany,Basic
15576219,Customer 407,41,Female,UK,Basic
15576256,Customer 408,70,Female,France,Standard
15576263,Customer 409,64,Female,Germany,Basic
15576269,Customer 410,68,Female,UK,Standard
15576304,Customer 411,35,Female,Canada,Standard
15576313,Customer 412,64,Female,Canada,Basic
15576352,Customer 413,57,Female,Canada,Premium
15576360,Customer 414,55,Male,USA,Premium
15576368,Customer 415,48,Female,France,Premium
15576517,Customer 416,31,Male,Canada,Standard
15576526,Customer 417,46,Male,Canada,Premium
15576550,Customer 418,70,Male,France,Standard
15576602,Customer 419,46,Male,France,Premium
15576615,Customer 420,25,Female,Canada,Basic
15576623,Customer 421,19,Male,Canada,Premium
15576641,Customer 422,70,Female,UK,Premium
15576644,Customer 423,62,Female,USA,Basic
15576676,Customer 424,45,Female,UK,Standard
15576680,Customer 425,69,Male,Germany,Basic
15576683,Customer 426,41,Male,UK,Premium
15576706,Customer 427,27,Female,Canada,Premium
15576714,Customer 428,24,Female,France,Basic
15576723,Customer 429,23,Male,UK,Basic
15576745,Customer 430,49,Male,USA,Premium
15576760,Customer 431,27,Female,Canada,Basic
15576774,Customer 432,49,Male,Canada,Standard
15576824,Customer 433,51,Female,UK,Standard
15576928,Customer 434,19,Female,USA,Standard
15576935,Customer 435,28,Male,Germany,Premium
15576945,Customer 436,57,Female,USA,Basic
15576990,Customer 437,20,Male,UK,Premium
15577018,Customer 438,67,Female,UK,Premium
15577064,Customer 439,64,Male,UK,Basic
15577078,Customer 440,62,Male,UK,Premium
15577107,Customer 441,66,Female,France,Premium
15577170,Customer 442,23,Male,France,Premium
15577178,Customer 443,32,Female,France,Premium
15577274,Customer 444,27,Female,Germany,Basic
15577313,Customer 445,46,Female,France,Premium
15577359,Customer 446,33,Female,USA,Premium
15577398,Customer 447,70,Male,Germany,Standard
15577402,Customer 448,25,Male,UK,Premium
15577423,Customer 449,34,Male,Germany,Premium
15577478,Customer 450,38,Male,France,Premium
15577514,Customer 451,41,Female,USA,Premium
15577515,Customer 452,44,Male,USA,Premium
15577587,Customer 453,48,Male,Germany,Basic
15577598,Customer 454,69,Male,UK,Basic
15577657,Customer 455,39,Male,UK,Basic
15577683,Customer 456,65,Male,Canada,Basic
15577695,Customer 457,44,Male,Germany,Premium
15577700,Customer 458,42,Male,UK,Standard
15577751,Customer 459,28,Male,Canada,Basic
15577771,Customer 460,43,Male,UK,Standard
15577806,Customer 461,23,Male,UK,Premium
15577831,Customer 462,44,Female,France,Standard
15577905,Customer 463,25,Female,France,Premium
15577913,Customer 464,33,Male,France,Basic
15577970,Customer 465,39,Female,France,Basic
15577985,Customer 466,27,Female,USA,Premium
15577988,Customer 467,58,Male,Canada,Basic
15577999,Customer 468,22,Female,UK,Standard
15578006,Customer 469,23,Female,France,Standard
15578045,Customer 470,28,Male,Canada,Premium
15578073,Customer 471,63,Female,UK,Premium
15578096,Customer 472,19,Female,USA,Premium
15578098,Customer 473,22,Female,UK,Premium
15578141,Customer 474,62,Male,UK,Basic
15578156,Customer 475,65,Male,Germany,Standard
15578186,Customer 476,26,Female,Canada,Premium
15578211,Customer 477,70,Female,USA,Standard
15578238,Customer 478,61,Female,France,Premium
15578251,Customer 479,69,Female,Canada,Standard
15578297,Customer 480,35,Female,USA,Premium
15578307,Customer 481,28,Female,Germany,Basic
15578369,Customer 482,66,Female,Canada,Standard
15578374,Customer 483,61,Female,UK,Standard
15578375,Customer 484,64,Male,Germany,Premium
15578435,Customer 485,69,Male,Germany,Standard
15578462,Customer 486,42,Female,UK,Premium
15578515,Customer 487,22,Female,France,Standard
15578546,Customer 488,22,Male,UK,Basic
15578603,Customer 489,28,Male,UK,Premium
15578648,Customer 490,52,Female,Germany,Basic
15578671,Customer 491,48,Female,USA,Standard
15578722,Customer 492,25,Male,UK,Basic
15578738,Customer 493,47,Male,France,Basic
15578747,Customer 494,48,Female,France,Premium
15578761,Customer 495,36,Female,Canada,Standard
15578783,Customer 496,37,Female,Germany,Standard
15578787,Customer 497,55,Male,Canada,Standard
15578788,Customer 498,63,Female,France,Basic
15578799,Customer 499,26,Male,USA,Standard
15578809,Customer 500,20,Male,France,Standard
15578825,Customer 501,40,Female,UK,Premium
15578835,Customer 502,60,Male,Canada,Standard
15578865,Customer 503,40,Female,USA,Premium
15578866,Customer 504,63,Male,UK,Basic
15578878,Customer 505,60,Female,UK,Premium
15578908,Customer 506,64,Female,France,Basic
15578977,Customer 507,47,Male,Germany,Standard
15578980,Customer 508,18,Female,France,Basic
15579040,Customer 509,36,Female,Germany,Premium
15579062,Customer 510,59,Female,USA,Basic
15579074,Customer 511,54,Male,UK,Standard
15579109,Customer 512,27,Female,UK,Premium
15579112,Customer 513,51,Male,UK,Standard
15579130,Customer 514,66,Male,UK,Basic
15579131,Customer 515,22,Female,UK,Basic
15579166,Customer 516,29,Male,Germany,Standard
15579183,Customer 517,42,Female,UK,Premium
15579189,Customer 518,47,Male,Germany,Standard
15579207,Customer 519,69,Male,Canada,Premium
15579208,Customer 520,69,Male,Germany,Premium
15579212,Customer 521,56,Female,Canada,Basic
15579223,Customer 522,47,Female,France,Premium
15579262,Customer 523,33,Female,Germany,Premium
15579287,Customer 524,43,Male,Canada,Premium
15579334,Customer 525,21,Female,UK,Premium
15579345,Customer 526,48,Male,Germany,Premium
15579387,Customer 527,38,Female,USA,Basic
15579433,Customer 528,67,Male,Canada,Standard
15579526,Customer 529,43,Female,Germany,Standard
15579548,Customer 530,41,Female,UK,Basic
15579559,Customer 531,60,Female,Canada,Premium
15579566,Customer 532,29,Male,Canada,Premium
15579583,Customer 533,53,Female,Canada,Premium
15579616,Customer 534,51,Female,Canada,Premium
15579617,Customer 535,69,Female,France,Basic
15579647,Customer 536,18,Female,USA,Basic
15579706,Customer 537,65,Female,France,Premium
15579714,Customer 538,39,Female,UK,Basic
15579777,Customer 539,40,Male,Germany,Premium
15579781,Customer 540,44,Female,USA,Premium
15579787,Customer 541,40,Female,Canada,Basic
15579808,Customer 542,69,Male,USA,Standard
15579820,Customer 543,55,Male,Canada,Premium
15579826,Customer 544,18,Female,Canada,Premium
15579891,Customer 545,37,Female,Canada,Basic
15579892,Customer 546,37,Female,Canada,Standard
15579914,Customer 547,29,Female,UK,Basic
15579915,Customer 548,27,Female,UK,Premium
15579969,Customer 549,25,Female,Canada,Standard
15579994,Customer 550,18,Male,USA,Basic
15579996,Customer 551,53,Male,France,Premium
15580043,Customer 552,24,Female,Canada,Standard
15580068,Customer 553,38,Female,Canada,Premium
15580134,Customer 554,48,Male,Canada,Standard
15580146,Customer 555,47,Male,France,Premium
15580148,Customer 556,31,Female,France,Standard
15580149,Customer 557,66,Male,USA,Basic
15580203,Customer 558,20,Female,Canada,Standard
15580213,Customer 559,70,Female,USA,Premium
15580227,Customer 560,50,Male,Canada,Premium
15580249,Customer 561,48,Male,France,Premium
15580252,Customer 562,21,Female,USA,Basic
15580366,Customer 563,49,Female,Germany,Premium
15580462,Customer 564,31,Male,Canada,Premium
15580487,Customer 565,66,Female,Canada,Standard
15580493,Customer 566,42,Male,UK,Basic
15580560,Customer 567,29,Male,France,Basic
15580579,Customer 568,26,Female,Canada,Basic
15580623,Customer 569,63,Male,Canada,Basic
15580629,Customer 570,59,Male,USA,Premium
15580682,Customer 571,22,Female,Germany,Premium
15580684,Customer 572,52,Male,France,Premium
15580701,Customer 573,42,Male,Germany,Standard
15580719,Customer 574,32,Male,Germany,Premium
15580805,Customer 575,58,Female,Canada,Standard
15580845,Customer 576,56,Female,UK,Standard
15580872,Customer 577,20,Female,France,Premium
15580912,Customer 578,20,Male,USA,Premium
15580914,Customer 579,19,Female,USA,Premium
15580935,Customer 580,19,Male,Canada,Standard
15580953,Customer 581,40,Male,UK,Standard
15580956,Customer 582,64,Female,Germany,Premium
15580988,Customer 583,52,Male,France,Basic
15581036,Customer 584,44,Female,USA,Premium
15581089,Customer 585,47,Male,France,Basic
15581102,Customer 586,34,Male,UK,Standard
15581115,Customer 587,43,Female,USA,Premium
15581197,Customer 588,20,Male,UK,Premium
15581198,Customer 589,55,Male,USA,Standard
15581229,Customer 590,21,Female,Canada,Premium
15581237,Customer 591,37,Female,France,Basic
15581252,Customer 592,60,Female,Germany,Basic
15581280,Customer 593,59,Female,USA,Basic
15581282,Customer 594,37,Female,France,Standard
15581286,Customer 595,48,Female,Germany,Premium
15581295,Customer 596,64,Male,UK,Standard
15581323,Customer 597,48,Male,France,Premium
15581332,Customer 598,19,Male,UK,Standard
15581370,Customer 599,22,Female,UK,Basic
15581388,Customer 600,46,Male,Germany,Premium
15581440,Customer 601,51,Female,Canada,Standard
15581479,Customer 602,27,Female,Canada,Basic
15581505,Customer 603,21,Female,Canada,Premium
15581525,Customer 604,27,Male,UK,Premium
15581526,Customer 605,53,Male,USA,Basic
15581539,Customer 606,68,Female,France,Standard
15581548,Customer 607,48,Female,Germany,Standard
15581551,Customer 608,68,Female,USA,Basic
15581620,Customer 609,53,Female,Germany,Basic
15581626,Customer 610,60,Male,France,Basic
15581654,Customer 611,46,Female,Germany,Premium
15581700,Customer 612,70,Female,USA,Basic
15581733,Customer 613,29,Male,France,Basic
15581736,Customer 614,44,Female,UK,Standard
15581748,Customer 615,42,Male,USA,Premium
15581811,Customer 616,33,Male,Germany,Basic
15581840,Customer 617,48,Male,Germany,Premium
15581871,Customer 618,58,Female,USA,Standard
15581893,Customer 619,52,Male,USA,Premium
15581968,Customer 620,35,Male,UK,Basic
15582016,Customer 621,59,Female,USA,Standard
15582033,Customer 622,49,Female,France,Premium
15582066,Customer 623,21,Female,Canada,Standard
15582090,Customer 624,66,Male,Canada,Premium
15582116,Customer 625,70,Male,USA,Standard
15582129,Customer 626,23,Female,Germany,Standard
15582149,Customer 627,50,Male,Canada,Basic
15582154,Customer 628,60,Female,France,Premium
