CustomerID,MobileAppUsage,WebPortalUsage,AvgSessionDuration,DeviceType
15682472,5,11,24,Mobile
15580203,48,7,21,Desktop
15690673,5,9,36,Desktop
15760085,13,5,28,Mobile
15779659,9,3,27,Desktop
15627360,1,23,54,Tablet
15671137,14,29,60,Tablet
15782688,20,2,43,Mobile
15575492,25,19,44,Desktop
15591607,32,24,53,Desktop
15740404,34,17,54,Mobile
15718369,0,14,29,Desktop
15677871,5,17,47,Desktop
15642004,40,1,50,Mobile
15712543,43,3,15,Tablet
15584518,22,15,31,Tablet
15802381,0,22,37,Mobile
15610156,26,23,58,Tablet
15594408,5,6,44,Tablet
15640905,39,3,8,Mobile
15698932,34,14,20,Tablet
15724944,22,23,18,Tablet
15628145,6,25,36,Tablet
15713483,22,17,18,Desktop
15612350,13,7,32,Tablet
15800703,34,2,17,Tablet
15705707,21,4,49,Desktop
15754105,34,14,20,Tablet
15703264,23,21,16,Tablet
15794413,2,20,51,Mobile
15650237,18,19,33,Mobile
15759618,27,13,37,Mobile
15811589,15,5,40,Mobile
15689044,25,3,42,Tablet
15709368,7,4,22,Mobile
15679145,16,24,21,Tablet
15655007,44,29,35,Mobile
15623595,31,3,34,Mobile
15589975,7,19,35,Mobile
15804017,4,29,7,Tablet
15692132,4,29,7,Tablet
15641122,37,6,43,Desktop
15630910,29,8,30,Mobile
15680772,20,25,53,Mobile
15658929,33,4,41,Mobile
15585388,32,11,32,Mobile
15724623,13,5,28,Mobile
15588537,3,27,41,Mobile
15574692,40,17,43,Desktop
15611325,22,15,31,Tablet
15587562,8,21,21,Desktop
15613172,5,23,44,Mobile
15651022,14,25,11,Tablet
15586310,17,26,59,Tablet
15625524,16,25,59,Desktop
15755209,34,8,46,Tablet
15645248,29,14,12,Desktop
15790355,5,11,24,Mobile
15762615,5,11,24,Mobile
15625426,45,5,6,Tablet
15716334,25,0,9,Mobile
15789669,11,16,35,Desktop
15621075,4,29,7,Tablet
15810845,41,7,48,Desktop
15719377,50,11,5,Tablet
15654506,39,3,8,Mobile
15771977,21,4,49,Desktop
15708710,10,23,54,Desktop
15726676,28,7,12,Mobile
15587421,27,14,53,Mobile
15726931,5,23,44,Mobile
15771086,37,0,25,Desktop
15756850,27,14,53,Mobile
15702741,19,13,26,Mobile
15679200,3,20,45,Mobile
15594815,49,3,46,Tablet
15635905,39,3,8,Mobile
15777892,46,0,24,Mobile
15656176,27,5,14,Tablet
15811127,49,25,48,Mobile
15604482,48,9,55,Tablet
15622911,29,14,12,Desktop
15600974,41,13,15,Tablet
15727868,30,18,21,Mobile
15627801,47,13,9,Mobile
15773039,4,29,7,Tablet
15755262,26,20,37,Desktop
15679531,22,4,45,Desktop
15684181,35,19,35,Desktop
15612087,49,25,48,Mobile
15752047,39,22,17,Mobile
15624592,44,7,27,Tablet
15573152,20,2,43,Mobile
15594917,29,16,25,Desktop
15785542,50,17,12,Desktop
15723488,39,0,24,Mobile
15680920,15,5,40,Mobile
15786308,13,5,28,Mobile
15659366,33,4,41,Mobile
15774854,9,3,24,Mobile
15725311,12,6,52,Desktop
15787155,36,20,60,Desktop
15727829,34,2,17,Tablet
15733247,30,11,42,Desktop
15568748,43,3,15,Tablet
15699029,30,26,10,Desktop
15774393,3,29,9,Desktop
15676895,20,25,53,Mobile
15637753,10,23,54,Desktop
15605461,15,3,46,Mobile
15808473,6,12,54,Desktop
15627000,46,0,24,Mobile
15787174,5,6,44,Tablet
15723886,22,4,45,Desktop
15704769,1,15,47,Desktop
15772896,24,29,44,Mobile
15711540,22,10,33,Mobile
15764866,3,27,41,Mobile
15794056,23,3,33,Mobile
15795149,43,3,15,Tablet
15812009,43,18,28,Mobile
15651001,20,2,43,Mobile
15813844,42,28,8,Tablet
15596175,30,18,21,Mobile
15576269,10,28,38,Mobile
15797219,7,19,35,Mobile
15685500,41,7,48,Desktop
15599792,47,10,42,Tablet
15657566,18,6,22,Tablet
15772423,27,14,53,Mobile
15628112,14,24,49,Desktop
15753754,39,22,17,Mobile
15793726,34,18,45,Tablet
15694717,14,20,47,Desktop
15665834,48,22,35,Desktop
15765297,21,10,45,Desktop
15636684,13,6,46,Tablet
15592979,44,15,10,Desktop
15750803,41,7,31,Mobile
15607178,13,7,32,Tablet
15713853,50,12,57,Tablet
15673481,25,22,52,Desktop
15686776,29,0,10,Desktop
15673693,42,21,32,Desktop
15700696,46,0,24,Mobile
15813163,40,1,50,Mobile
15653857,42,8,37,Mobile
15777076,15,3,37,Desktop
15717398,39,14,13,Tablet
15799217,44,15,17,Tablet
15787071,50,12,57,Tablet
15619955,14,25,11,Tablet
15796505,25,22,52,Desktop
15725166,24,3,30,Mobile
15800116,18,19,33,Mobile
15758685,50,11,5,Tablet
15694456,41,7,48,Desktop
15767339,34,17,54,Mobile
15683562,42,28,8,Tablet
15782210,24,29,44,Mobile
15668893,13,7,32,Tablet
15669169,22,10,33,Mobile
15643024,38,19,12,Mobile
15699389,2,18,34,Desktop
15708608,37,3,57,Mobile
15626144,0,5,51,Mobile
15573112,19,13,26,Mobile
15790678,8,7,52,Tablet
15727556,35,16,51,Tablet
15697307,12,1,30,Desktop
15652266,14,25,11,Tablet
15607098,0,5,51,Mobile
15655774,10,23,54,Desktop
15590241,12,1,30,Desktop
15785819,3,27,41,Mobile
15723654,6,12,54,Desktop
15774510,29,8,30,Mobile
15684173,25,22,32,Mobile
15650068,38,20,7,Mobile
15811490,2,20,51,Mobile
15803976,5,11,24,Mobile
15682541,5,17,47,Desktop
15695699,27,13,37,Mobile
15624188,25,22,32,Mobile
15812191,50,12,57,Tablet
15636673,18,4,38,Desktop
15594898,35,16,51,Tablet
15660211,44,3,27,Tablet
15773972,46,0,24,Mobile
15746726,18,7,12,Tablet
15712287,43,3,15,Tablet
15702919,41,7,48,Desktop
15674398,14,29,60,Tablet
15797960,24,29,44,Mobile
15631868,16,6,45,Desktop
15581539,49,25,48,Mobile
15662736,25,24,45,Mobile
15666252,33,4,41,Mobile
15677512,14,29,60,Tablet
15626114,43,3,15,Tablet
15810834,11,0,57,Tablet
15678910,15,5,40,Mobile
15694408,46,0,24,Mobile
15585215,15,3,37,Desktop
15682757,16,24,21,Tablet
15736601,48,9,55,Tablet
15601848,42,8,37,Mobile
15736008,1,15,47,Desktop
15669064,3,29,9,Desktop
15624528,27,6,41,Desktop
15598493,16,25,59,Desktop
15601274,35,26,21,Tablet
15702669,17,26,59,Tablet
15728669,34,14,20,Tablet
15742668,50,12,57,Tablet
15697441,25,24,45,Mobile
15740476,27,6,41,Desktop
15648064,34,18,45,Tablet
15636624,8,6,48,Desktop
15807923,10,26,58,Mobile
15745844,24,3,30,Mobile
15786170,6,4,8,Desktop
15681081,48,1,22,Tablet
15684484,44,7,27,Tablet
15785869,48,22,35,Desktop
15763859,47,10,42,Tablet
15658935,42,21,32,Desktop
15747358,25,22,52,Desktop
15735203,38,27,59,Mobile
15576256,39,1,37,Desktop
15659420,8,21,21,Desktop
15593365,37,6,43,Desktop
15777352,35,16,51,Tablet
15812007,26,0,60,Mobile
15625461,35,7,20,Tablet
15739438,15,2,44,Tablet
15611759,50,3,27,Tablet
15661629,49,7,44,Tablet
15633950,27,5,14,Tablet
15592386,3,20,45,Mobile
15803716,0,5,51,Mobile
15696674,50,12,57,Tablet
15706365,31,12,53,Tablet
15745088,18,7,12,Tablet
15676715,21,10,45,Desktop
15613085,20,4,43,Mobile
15633537,17,26,59,Tablet
15594720,42,20,42,Tablet
15684042,48,7,21,Desktop
15583303,22,16,47,Tablet
15611579,5,11,24,Mobile
15774696,25,19,44,Desktop
15694506,39,0,24,Mobile
15688074,14,25,11,Tablet
15759537,50,3,27,Tablet
15758449,21,17,31,Desktop
15583456,34,15,52,Desktop
15667871,16,8,20,Mobile
15677371,30,18,21,Mobile
15629677,48,7,21,Desktop
15713578,20,2,43,Mobile
15591509,27,5,14,Tablet
15568240,10,28,38,Mobile
15622993,19,14,34,Tablet
15689294,16,1,32,Mobile
15720910,23,21,16,Tablet
15721181,39,1,35,Mobile
15776433,29,14,12,Desktop
15748936,25,24,45,Mobile
15717225,3,27,41,Mobile
15685226,14,24,49,Desktop
15785611,11,0,57,Tablet
15573456,3,20,45,Mobile
15684548,37,6,43,Desktop
15620505,18,6,22,Tablet
15807432,9,3,24,Mobile
15584766,38,16,30,Desktop
15612187,24,28,54,Mobile
15762218,32,24,53,Desktop
15646372,34,15,52,Desktop
15690452,33,15,13,Mobile
15747795,11,1,16,Tablet
15781589,44,15,17,Tablet
15732674,7,29,55,Mobile
15642291,20,4,43,Mobile
15692761,48,9,55,Tablet
15578045,45,26,58,Tablet
15745354,39,22,17,Mobile
15701376,31,3,34,Mobile
15691625,16,25,59,Desktop
15566594,15,2,44,Tablet
15760431,33,7,25,Mobile
15686302,0,14,29,Desktop
15801559,0,5,51,Mobile
15810432,1,21,31,Tablet
15809616,8,7,52,Tablet
15720559,9,3,24,Mobile
15695632,31,3,34,Mobile
15659843,5,9,36,Desktop
15615624,19,14,34,Tablet
15810418,11,1,16,Tablet
15716186,34,14,20,Tablet
15674551,14,23,44,Tablet
15622834,30,26,10,Desktop
15566111,25,19,44,Desktop
15784597,25,19,44,Desktop
15652883,24,29,44,Mobile
15806964,22,4,45,Desktop
15576313,6,12,54,Desktop
15806467,50,12,57,Tablet
15597602,32,18,33,Desktop
15743040,16,8,20,Mobile
15705521,48,22,35,Desktop
15595039,50,11,5,Tablet
15799384,34,8,46,Tablet
15581197,40,27,5,Tablet
15693737,17,26,59,Tablet
15624623,31,3,34,Mobile
15783501,41,7,31,Mobile
15690134,43,3,15,Tablet
15782735,10,21,39,Mobile
15611088,29,0,10,Desktop
15672145,29,14,12,Desktop
15732628,14,25,11,Tablet
15787470,50,23,12,Desktop
15803406,44,7,27,Tablet
15730460,44,29,35,Mobile
15644572,40,27,5,Tablet
15694860,13,5,22,Desktop
15658169,17,26,59,Tablet
15794396,50,11,5,Tablet
15785798,43,3,15,Tablet
15710825,33,7,25,Mobile
15668444,25,3,42,Tablet
15726631,48,20,24,Desktop
15733797,36,7,36,Mobile
15747960,32,24,53,Desktop
15634632,28,7,12,Mobile
15707362,38,14,39,Tablet
15662976,10,23,58,Mobile
15732778,31,20,46,Mobile
15718443,14,23,44,Tablet
15670039,48,20,24,Desktop
15773792,25,22,32,Mobile
15613786,40,17,43,Desktop
15726032,5,4,53,Mobile
15663252,2,20,51,Mobile
15593782,10,23,58,Mobile
15633283,36,20,60,Desktop
15749167,33,23,35,Desktop
15759298,39,14,13,Tablet
15683625,42,21,32,Desktop
15635367,4,18,58,Mobile
15681705,38,20,7,Mobile
15603156,50,23,12,Desktop
15591986,30,27,38,Mobile
15798888,34,2,17,Tablet
15809722,48,22,35,Desktop
15677538,4,18,58,Mobile
15797736,22,10,33,Mobile
15695585,42,21,32,Desktop
15744398,7,4,22,Mobile
15750658,41,7,48,Desktop
15578186,28,10,8,Mobile
15676519,12,6,52,Desktop
15637954,3,27,41,Mobile
15758639,6,22,16,Mobile
15613772,31,20,46,Mobile
15731744,12,1,30,Desktop
15807709,22,17,18,Desktop
15714689,3,29,9,Desktop
15699005,32,24,53,Desktop
15624170,29,16,25,Desktop
15725679,22,16,47,Tablet
15585865,16,24,21,Tablet
15804256,29,0,10,Desktop
15662403,36,20,60,Desktop
15733616,18,6,22,Tablet
15591995,17,26,59,Tablet
15677020,41,13,15,Tablet
15727688,50,23,12,Desktop
15715941,1,15,47,Desktop
15714485,37,29,5,Mobile
15730059,43,18,28,Mobile
15715527,14,25,11,Tablet
15576623,33,4,41,Mobile
15805565,46,0,24,Mobile
15677307,16,25,59,Desktop
15773890,15,5,40,Mobile
15598883,28,21,51,Desktop
15568506,11,16,35,Desktop
15761043,35,26,21,Tablet
15782236,50,3,27,Tablet
15593601,37,18,46,Tablet
15682048,12,1,30,Desktop
15746902,25,19,44,Desktop
15752081,18,4,38,Desktop
15781307,45,26,58,Tablet
15775912,50,17,12,Desktop
15745417,34,8,46,Tablet
15671256,49,25,48,Mobile
15653547,50,3,27,Tablet
15595766,0,22,37,Mobile
15742358,43,18,28,Mobile
15763274,10,26,58,Mobile
15786063,41,7,48,Desktop
15600258,4,29,7,Tablet
15573318,11,16,35,Desktop
15653849,2,8,31,Mobile
15694272,0,14,29,Desktop
15736112,20,2,43,Mobile
15749851,47,10,42,Tablet
15663478,34,16,58,Mobile
15592300,48,9,55,Tablet
15567832,19,14,34,Tablet
15776780,24,29,51,Desktop
15592846,25,19,44,Desktop
15739803,33,15,13,Mobile
15794142,36,20,60,Desktop
15762729,31,20,46,Mobile
15667896,6,25,36,Tablet
15626578,23,21,16,Tablet
15776223,32,12,45,Mobile
15705953,34,15,52,Desktop
15802593,18,6,22,Tablet
15615457,44,15,17,Tablet
15708916,7,4,22,Mobile
15720187,5,9,36,Desktop
15595440,49,25,48,Mobile
15600651,16,24,21,Tablet
15750141,13,5,28,Mobile
15657284,14,20,47,Desktop
15763063,19,13,26,Mobile
15709324,44,7,27,Tablet
15711309,49,3,46,Tablet
15775318,28,10,8,Mobile
15705515,22,17,18,Desktop
15634844,8,7,52,Tablet
15717046,39,1,35,Mobile
15571816,32,18,33,Desktop
15670080,31,20,46,Mobile
15800440,6,14,32,Tablet
15665678,33,4,41,Mobile
15665956,36,7,36,Mobile
15788126,18,4,38,Desktop
15811773,41,7,48,Desktop
15651674,39,0,24,Mobile
15689614,14,29,60,Tablet
15795564,13,6,46,Tablet
15706647,15,3,37,Desktop
15728505,24,29,44,Mobile
15730076,37,29,5,Mobile
15622003,15,3,46,Mobile
15607312,28,21,51,Desktop
15644753,9,3,27,Desktop
15653620,42,8,37,Mobile
15761986,47,10,42,Tablet
15633922,39,1,35,Mobile
15734674,14,23,44,Tablet
15658032,9,3,27,Desktop
15692671,5,4,53,Mobile
15737741,37,18,46,Tablet
15576352,50,23,12,Desktop
15753719,34,17,54,Mobile
15803689,24,22,38,Desktop
15718057,8,21,21,Desktop
15722010,37,18,46,Tablet
15680998,18,4,38,Desktop
15614782,38,19,12,Mobile
15591047,11,0,57,Tablet
15788291,37,0,25,Desktop
15604044,12,1,30,Desktop
15679587,14,24,49,Desktop
15775153,28,10,8,Mobile
15603925,16,24,21,Tablet
15680970,48,22,35,Desktop
15697183,21,10,45,Desktop
15567446,1,23,54,Tablet
15637476,23,6,18,Desktop
15714939,36,7,36,Mobile
15683503,19,13,26,Mobile
15645569,29,16,25,Desktop
15782569,37,18,46,Tablet
15592387,24,29,51,Desktop
15609286,32,18,33,Desktop
15814035,14,20,47,Desktop
15661249,8,7,52,Tablet
15629117,32,11,32,Mobile
15607170,41,7,31,Mobile
15586585,27,6,41,Desktop
15686611,9,3,24,Mobile
15603203,24,3,30,Mobile
15619857,21,21,47,Mobile
15805062,16,25,59,Desktop
15660271,7,25,20,Desktop
15745295,22,17,18,Desktop
15719352,13,5,22,Desktop
15766575,18,6,22,Tablet
15594594,21,17,31,Desktop
15646161,39,3,8,Mobile
15682585,21,21,47,Mobile
15603134,13,5,22,Desktop
15636444,22,10,33,Mobile
15773456,32,12,45,Mobile
15745307,13,7,32,Tablet
15604119,7,29,55,Mobile
15626900,4,18,58,Mobile
15605447,3,29,9,Desktop
15589030,36,7,36,Mobile
15692463,44,7,27,Tablet
15712403,11,16,24,Desktop
15811762,39,1,35,Mobile
15718673,3,20,45,Mobile
15724282,45,5,6,Tablet
15738181,10,23,58,Mobile
15633648,10,23,54,Desktop
15603323,7,29,55,Mobile
15583725,12,1,30,Desktop
15588350,40,17,43,Desktop
15798398,44,29,35,Mobile
15784844,47,13,9,Mobile
15580684,9,3,24,Mobile
15809663,10,28,38,Mobile
15640078,26,0,60,Mobile
15698786,43,3,15,Tablet
15569807,33,15,13,Mobile
15730830,45,2,10,Mobile
15805112,26,20,37,Desktop
15633064,41,7,31,Mobile
15703119,50,12,57,Tablet
15730447,17,26,59,Tablet
15813850,39,14,13,Tablet
15711889,29,16,25,Desktop
15664610,22,15,31,Tablet
15751710,9,3,27,Desktop
15692926,14,23,44,Tablet
15813741,47,13,9,Mobile
15698474,32,11,32,Mobile
15568595,42,21,32,Desktop
15603065,30,18,21,Mobile
15592937,4,29,7,Tablet
15699637,15,5,40,Mobile
15667215,7,4,22,Mobile
15788659,14,23,44,Tablet
15763218,22,16,47,Tablet
15645772,16,25,59,Desktop
15725511,47,13,9,Mobile
15575024,11,1,16,Tablet
15640825,49,3,46,Tablet
15662397,24,28,54,Mobile
15576368,49,25,48,Mobile
15674991,41,13,15,Tablet
15721024,6,4,8,Desktop
15745621,14,23,44,Tablet
15642394,38,27,59,Mobile
15754605,25,24,45,Mobile
15607040,6,25,36,Tablet
15715142,26,9,19,Desktop
15810978,32,12,45,Mobile
15668886,14,20,47,Desktop
15780804,50,11,5,Tablet
15613880,10,23,54,Desktop
15775238,35,16,51,Tablet
15786905,10,23,54,Desktop
15747867,33,7,21,Desktop
15600337,8,6,48,Desktop
15801277,31,20,46,Mobile
15579334,28,21,51,Desktop
15802741,5,11,24,Mobile
15720649,7,4,22,Mobile
15589493,22,10,33,Mobile
15688251,35,16,51,Tablet
15665238,30,26,10,Desktop
15740900,6,22,16,Mobile
15681068,10,28,38,Mobile
15748625,30,18,21,Mobile
15727299,13,5,28,Mobile
15620204,30,27,38,Mobile
15669516,12,6,52,Desktop
15736534,6,22,16,Mobile
15803457,5,17,47,Desktop
15659098,8,6,48,Desktop
15603436,31,3,34,Mobile
15566292,15,3,37,Desktop
15808621,33,7,21,Desktop
15580148,43,3,15,Tablet
15776231,39,3,8,Mobile
15773809,31,20,46,Mobile
15649423,21,17,31,Desktop
15734886,34,14,20,Tablet
15722548,7,4,22,Mobile
15650288,47,10,42,Tablet
15629448,19,14,34,Tablet
15716164,16,24,21,Tablet
15807609,3,27,41,Mobile
15578977,25,24,45,Mobile
15677369,33,4,41,Mobile
15804072,29,8,30,Mobile
15696859,25,0,9,Mobile
15653780,35,16,51,Tablet
15721658,11,9,43,Tablet
15578761,6,25,36,Tablet
15736879,33,7,25,Mobile
15571973,38,19,12,Mobile
15626742,37,3,57,Mobile
15672692,15,3,37,Desktop
15673570,27,5,14,Tablet
15767432,35,19,35,Desktop
15654238,39,1,37,Desktop
15612525,24,29,44,Mobile
15812750,31,20,46,Mobile
15790757,50,12,57,Tablet
15723873,7,25,20,Desktop
15744607,21,4,49,Desktop
15612966,50,3,27,Tablet
15784209,16,6,45,Desktop
15794278,25,24,45,Mobile
15766741,3,20,45,Mobile
15661036,0,14,29,Desktop
15705639,39,22,17,Mobile
15637414,42,28,8,Tablet
15716835,5,4,53,Mobile
15696231,28,7,12,Mobile
15641675,15,3,37,Desktop
15670755,10,23,58,Mobile
15640059,23,21,16,Tablet
15787619,50,11,5,Tablet
15587535,29,8,30,Mobile
15813034,49,7,44,Tablet
15698839,35,19,35,Desktop
15790314,39,14,13,Tablet
15634245,15,2,44,Tablet
15677305,34,15,52,Desktop
15661526,49,3,46,Tablet
15685997,30,11,42,Desktop
15660101,48,9,55,Tablet
15637979,38,20,7,Mobile
15815364,21,10,45,Desktop
15647099,22,4,45,Desktop
15625944,34,16,58,Mobile
15583212,50,23,12,Desktop
15582741,42,21,32,Desktop
15637876,40,17,43,Desktop
15622750,32,11,32,Mobile
15672056,18,4,38,Desktop
15812351,0,14,29,Desktop
15810864,31,3,34,Mobile
15677921,24,28,54,Mobile
15724296,5,17,47,Desktop
15685329,47,13,9,Mobile
15584091,20,25,53,Mobile
15640442,47,10,42,Tablet
15639314,25,22,32,Mobile
15685320,2,8,31,Mobile
15789158,16,6,45,Desktop
15752137,18,6,22,Tablet
15712551,41,13,15,Tablet
15628936,33,15,13,Mobile
15797227,26,0,60,Mobile
15769974,22,16,47,Tablet
15737051,24,29,44,Mobile
15585595,15,5,40,Mobile
15654060,14,20,47,Desktop
15745196,20,25,53,Mobile
15571221,18,7,12,Tablet
15660155,34,14,20,Tablet
15605284,15,5,40,Mobile
15694366,7,29,55,Mobile
15600739,34,16,58,Mobile
15653253,29,16,25,Desktop
15763431,16,24,21,Tablet
15643696,14,23,44,Tablet
15707473,48,7,21,Desktop
15769504,9,3,27,Desktop
15776807,14,24,49,Desktop
15686870,42,21,32,Desktop
15668747,15,5,40,Mobile
15766908,11,0,57,Tablet
15570134,3,27,41,Mobile
15567367,34,14,20,Tablet
15747542,27,14,53,Mobile
15762238,6,20,44,Tablet
15681554,32,12,45,Mobile
15712825,34,2,17,Tablet
15640280,10,23,58,Mobile
15756026,14,29,60,Tablet
15613319,21,10,45,Desktop
15798906,45,26,58,Tablet
15708917,6,4,8,Desktop
15778463,34,2,17,Tablet
15699430,49,25,48,Mobile
15649992,18,19,33,Mobile
15578980,12,6,52,Desktop
15775306,11,0,57,Tablet
15641655,12,6,52,Desktop
15619708,27,13,37,Mobile
15734565,34,15,52,Desktop
15806438,27,13,37,Mobile
15591969,37,13,55,Tablet
15747807,43,18,28,Mobile
15596939,7,4,22,Mobile
15716155,34,18,45,Tablet
15765311,48,20,24,Desktop
15757811,15,3,37,Desktop
15603830,18,19,33,Mobile
15660602,41,7,48,Desktop
15660535,6,20,44,Tablet
15666633,13,7,32,Tablet
15596914,36,7,36,Mobile
15639788,28,21,51,Desktop
15695846,44,15,10,Desktop
15726234,31,3,34,Mobile
15797964,24,28,54,Mobile
15625881,25,22,52,Desktop
15780628,14,25,11,Tablet
15575883,24,29,51,Desktop
15585036,37,13,55,Tablet
15589488,21,4,49,Desktop
15585888,48,7,21,Desktop
15727915,4,18,58,Mobile
15707567,42,20,42,Tablet
15737792,34,2,17,Tablet
15599433,10,23,54,Desktop
15672012,12,1,30,Desktop
15806983,27,14,53,Mobile
15592222,8,21,21,Desktop
15608968,20,25,53,Mobile
15586959,49,7,44,Tablet
15646558,33,4,41,Mobile
15725811,35,16,51,Tablet
15572265,41,13,15,Tablet
15794048,36,20,60,Desktop
15677610,47,13,9,Mobile
15745012,11,0,57,Tablet
15601589,34,16,58,Mobile
15686436,7,25,20,Desktop
15693864,37,13,55,Tablet
15760550,24,29,51,Desktop
15686137,42,8,37,Mobile
15809087,44,15,17,Tablet
15807663,42,20,42,Tablet
15809100,36,7,36,Mobile
15794916,10,26,58,Mobile
15614215,32,24,53,Desktop
15805449,1,21,31,Tablet
15686983,43,18,28,Mobile
15808017,4,29,7,Tablet
15756804,0,5,51,Mobile
15646810,37,18,46,Tablet
15710424,11,0,57,Tablet
15799422,34,2,17,Tablet
15692750,17,24,47,Desktop
15794549,35,26,21,Tablet
15803764,23,3,33,Mobile
15674840,36,20,60,Desktop
15653762,5,11,24,Mobile
15581229,34,18,45,Tablet
15800228,42,8,37,Mobile
15656333,15,2,44,Tablet
15697497,5,23,44,Mobile
15585362,14,20,47,Desktop
15571928,26,23,58,Tablet
15785519,6,25,36,Tablet
15743007,14,24,49,Desktop
15777211,37,13,55,Tablet
15721935,49,7,44,Tablet
15591711,41,7,48,Desktop
15625021,48,9,55,Tablet
15702968,46,0,24,Mobile
15600462,6,4,8,Desktop
15768104,39,22,17,Mobile
15780140,25,22,32,Mobile
15585255,45,5,6,Tablet
15772781,24,29,44,Mobile
15669987,25,19,44,Desktop
15697000,3,27,41,Mobile
15733119,33,7,21,Desktop
15782390,25,3,42,Tablet
15654700,45,2,10,Mobile
15632210,3,27,41,Mobile
15642041,13,6,46,Tablet
15709737,16,8,20,Mobile
15792388,3,29,9,Desktop
15786014,45,2,10,Mobile
15794580,21,21,47,Mobile
15675964,33,15,13,Mobile
15814275,34,15,52,Desktop
15724848,48,20,24,Desktop
15754713,44,3,27,Tablet
15693814,35,16,51,Tablet
15599660,48,22,35,Desktop
15746490,15,3,37,Desktop
15566091,35,7,20,Tablet
15655961,18,6,22,Tablet
15710404,29,8,30,Mobile
15775625,37,18,46,Tablet
15792328,25,24,45,Mobile
15719856,28,21,51,Desktop
15593773,26,23,58,Tablet
15733114,32,24,53,Desktop
15797748,19,14,34,Tablet
15743411,44,15,10,Desktop
15753337,5,6,44,Tablet
15601026,11,0,57,Tablet
15658485,44,15,10,Desktop
15636731,46,0,24,Mobile
15628303,2,20,51,Mobile
15633461,30,27,38,Mobile
