CustomerID,CustomerSupportTickets,IssueResolutionTime,ComplaintSeverity,RefundRequests
15623595,4,22,High,3
15589975,2,1,Low,2
15804017,5,32,High,2
15692132,5,47,Medium,2
15641122,5,31,Low,2
15630910,2,9,High,1
15680772,1,56,High,3
15658929,3,59,Medium,0
15585388,1,36,Medium,3
15724623,1,32,Medium,1
15588537,5,20,High,2
15574692,1,32,Medium,1
15611325,3,37,Low,1
15587562,2,19,Medium,0
15613172,3,65,High,2
15651022,1,21,High,3
15586310,0,33,High,0
15625524,3,19,Medium,2
15755209,5,31,Low,2
15645248,0,52,Low,1
15790355,3,11,Medium,0
15762615,0,28,Medium,3
15625426,1,12,Low,3
15716334,0,34,Medium,1
15789669,2,39,Low,3
15621075,1,8,Low,2
15810845,1,47,Medium,2
15719377,1,46,Medium,1
15654506,3,16,Low,1
15771977,2,48,High,2
15708710,0,36,High,0
15726676,1,68,High,1
15587421,0,69,Medium,3
15726931,3,34,Low,0
15771086,5,31,Low,2
15756850,2,50,High,3
15702741,0,12,Medium,3
15679200,3,5,High,1
15594815,2,38,Low,1
15635905,0,52,Low,1
15777892,1,32,Medium,1
15656176,3,28,Low,0
15811127,5,32,High,2
15604482,0,50,High,0
15622911,5,31,Low,1
15600974,3,45,Medium,3
15727868,4,14,High,3
15627801,3,25,High,2
15773039,4,69,Low,0
15755262,4,14,High,3
15679531,1,33,Medium,3
15684181,3,54,Low,2
15612087,1,47,Medium,2
15752047,3,16,High,2
15624592,3,1,Low,3
15573152,4,67,Medium,3
15594917,2,14,High,1
15785542,4,12,Low,1
15723488,5,49,Medium,1
15680920,0,48,High,0
15786308,4,69,High,1
15659366,1,64,High,1
15774854,5,1,Medium,3
15725311,0,18,Medium,1
15787155,0,59,Low,3
15727829,4,70,High,1
15733247,2,23,High,2
15568748,4,2,Medium,0
15699029,2,72,Low,1
15774393,4,15,Low,3
15676895,1,46,Medium,1
15637753,5,1,Medium,3
15605461,4,70,High,1
15808473,2,9,High,1
15627000,4,45,High,0
15787174,0,25,High,2
15723886,3,6,Medium,0
15704769,0,12,Medium,0
15772896,4,72,Low,3
15711540,2,48,High,2
15764866,3,16,High,2
15794056,1,56,High,3
15795149,0,40,Medium,1
15812009,4,15,Low,3
15651001,5,24,High,2
15813844,0,38,Low,0
15596175,3,16,High,2
15576269,2,47,Low,3
15797219,0,40,Medium,1
15685500,0,52,Low,1
15599792,4,25,Medium,2
15657566,1,56,High,3
15772423,3,31,Low,3
15628112,1,12,Low,2
15753754,0,18,Low,2
15793726,5,20,High,2
15694717,1,29,High,1
15665834,2,14,High,1
15765297,0,48,High,0
15636684,1,32,Medium,1
15592979,3,30,Medium,0
15750803,0,28,Medium,3
15607178,4,11,Medium,3
15713853,4,23,Low,2
15673481,2,12,Low,2
15686776,0,18,Medium,1
15673693,2,48,High,2
15700696,4,14,High,3
15813163,2,50,High,3
15653857,4,38,Low,2
15777076,3,30,Medium,0
15717398,2,38,Low,3
15799217,3,62,Medium,3
15787071,3,30,Medium,0
15619955,3,62,Medium,3
15796505,4,22,High,3
15725166,3,16,High,2
15800116,1,19,High,1
15758685,3,65,High,0
15694456,0,12,Medium,3
15767339,0,33,High,0
15683562,4,45,High,0
15782210,3,63,Low,0
15668893,5,36,High,0
15669169,3,58,High,3
15643024,3,8,Medium,0
15699389,2,8,Medium,2
15708608,3,7,Low,0
15626144,0,52,High,1
15573112,4,56,Low,0
15790678,2,12,Low,2
15727556,5,49,Medium,1
15697307,1,57,High,2
15652266,2,4,Low,2
15607098,0,50,High,0
15655774,4,3,Low,1
15590241,4,2,Medium,0
15785819,1,62,High,0
15723654,2,12,Low,2
15774510,5,51,High,0
15684173,1,63,High,2
15650068,3,45,Medium,3
15811490,2,47,Low,1
15803976,4,22,High,3
15682541,3,34,Low,0
15695699,3,59,Medium,0
15624188,3,62,Medium,3
15812191,5,24,High,2
15636673,2,41,High,3
15594898,5,59,Low,1
15660211,3,27,Medium,2
15773972,2,41,High,3
15746726,4,11,Medium,3
15712287,1,69,Low,1
15702919,5,15,Medium,1
15674398,3,1,Low,3
15797960,0,34,Medium,1
15631868,5,59,Low,1
15581539,5,24,High,2
15662736,1,8,Low,2
15666252,1,12,Low,2
15677512,3,16,High,2
15626114,5,20,High,2
15810834,0,36,High,0
15678910,2,12,Low,2
15694408,0,25,High,2
15585215,2,23,High,2
15682757,1,56,High,3
15736601,3,40,High,3
15601848,4,20,Low,1
15736008,4,67,High,2
15669064,5,36,High,0
15624528,4,10,High,1
15598493,3,53,Low,3
15601274,3,65,High,2
15702669,3,9,Low,1
15728669,5,49,Medium,1
15742668,1,62,High,0
15697441,5,31,Low,2
15740476,2,40,Medium,1
15648064,0,43,Low,0
15636624,0,12,Medium,0
15807923,0,52,Low,1
15745844,4,45,High,0
15786170,2,41,High,3
15681081,0,21,High,3
15684484,4,20,Low,1
15785869,0,69,Medium,3
15763859,2,47,Low,3
15658935,0,47,Medium,3
15747358,3,37,Low,1
15735203,1,69,Low,1
15576256,2,41,High,3
15659420,0,67,Low,2
15593365,5,1,Medium,3
15777352,4,55,Low,0
15812007,5,51,High,0
15625461,3,62,Medium,3
15739438,3,2,Low,3
15611759,3,40,Low,0
15661629,1,47,Medium,2
15633950,2,28,High,2
15592386,1,21,High,3
15803716,1,8,Low,2
15696674,2,11,Medium,3
15706365,5,49,Medium,1
15745088,2,58,High,3
15676715,5,44,Medium,1
15613085,1,36,Medium,3
15633537,0,21,High,3
15594720,2,28,High,2
15684042,1,30,High,2
15583303,5,44,Medium,1
15611579,0,69,Medium,3
15774696,4,23,Low,2
15694506,4,28,High,0
15688074,3,16,High,2
15759537,3,7,Low,1
15758449,5,36,High,0
15583456,2,41,High,3
15667871,3,16,High,2
15677371,3,40,High,3
15629677,1,68,High,1
15713578,0,58,High,3
15591509,1,56,High,3
15568240,4,35,Medium,2
15622993,3,63,Low,0
15689294,5,59,Low,1
15720910,3,27,Medium,2
15721181,5,31,Low,2
15776433,4,15,Low,3
15748936,0,34,Medium,1
15717225,0,56,High,3
15685226,1,39,High,1
15785611,1,62,Low,3
15573456,0,52,Low,1
15684548,3,2,Low,1
15620505,2,8,Medium,2
15807432,3,54,Low,2
15584766,1,29,High,1
15612187,3,27,Medium,2
15762218,3,71,High,1
15646372,1,19,High,1
15690452,0,61,Medium,2
15747795,4,55,Medium,3
15781589,2,12,Low,2
15732674,1,19,High,1
15642291,3,49,High,3
15692761,4,28,High,0
15578045,2,47,Low,1
15745354,4,2,Medium,0
15701376,3,49,High,3
15691625,3,45,Medium,3
15566594,3,58,Low,1
15760431,2,47,Low,1
15686302,0,56,High,3
15801559,4,66,High,0
15810432,2,41,High,3
15809616,3,34,Low,0
15720559,4,25,Medium,2
15695632,4,72,High,2
15659843,4,48,Low,0
15615624,4,55,Medium,3
15810418,3,2,Low,1
15716186,3,60,Medium,1
15674551,5,35,Medium,1
15622834,3,65,High,2
15566111,1,47,Medium,2
15784597,0,62,Low,0
15652883,3,20,Low,3
15806964,1,8,Low,2
15576313,0,68,Medium,3
15806467,3,1,Medium,3
15597602,2,59,High,0
15743040,5,59,Low,1
15705521,4,38,Low,2
15595039,3,54,Low,2
15799384,4,67,High,2
15581197,2,32,Medium,1
15693737,4,72,High,2
15624623,5,32,High,2
15783501,2,9,High,1
15690134,0,38,Low,0
15782735,3,37,High,0
15611088,2,32,Medium,1
15672145,3,60,Medium,1
15732628,3,55,High,3
15787470,3,65,High,2
15803406,0,25,High,2
15730460,3,34,Low,0
15644572,3,1,Medium,3
15694860,3,45,Medium,3
15658169,2,56,High,3
15794396,5,49,Medium,1
15785798,1,6,Low,3
15710825,1,8,Low,2
15668444,3,16,Low,2
15726631,3,53,Low,3
15733797,4,35,Medium,2
15747960,4,2,Medium,0
15634632,1,31,Low,0
15707362,3,1,Low,3
15662976,3,16,Low,2
15732778,4,25,Medium,2
15718443,4,43,Medium,2
15670039,4,55,Medium,3
15773792,4,10,High,1
15613786,3,40,Low,0
15726032,3,8,Medium,0
15663252,5,49,Medium,1
15593782,4,25,Medium,2
15633283,5,69,High,1
15749167,0,38,Low,0
15759298,0,56,High,3
15683625,3,58,High,3
15635367,3,2,Low,3
15681705,5,51,High,0
15603156,3,54,Low,2
15591986,4,12,Low,1
15798888,0,25,High,2
15809722,3,16,High,2
15677538,3,16,Medium,1
15797736,3,18,Low,1
15695585,4,52,Medium,0
15744398,5,1,Medium,3
15750658,0,58,High,3
15578186,1,62,High,0
15676519,1,62,Low,3
15637954,3,20,Low,0
15758639,3,63,Low,0
15613772,3,65,High,0
15731744,3,62,Medium,3
15807709,4,28,High,0
15714689,3,5,High,1
15699005,5,51,High,0
15624170,2,23,High,2
15725679,3,49,High,3
15585865,2,38,Low,1
15804256,5,7,Low,1
15662403,5,56,High,0
15733616,1,66,Medium,0
15591995,2,14,High,1
15677020,2,45,Low,0
15727688,0,50,High,0
15715941,1,46,High,0
15714485,4,11,Medium,3
15730059,1,69,Medium,3
15715527,5,44,Medium,1
15576623,0,69,Medium,3
15805565,0,68,Medium,3
15677307,0,36,High,0
15773890,5,20,High,2
15598883,0,43,Low,0
15568506,1,62,Low,3
15761043,2,56,High,3
15782236,0,52,Low,1
15593601,3,5,High,1
15682048,5,15,Medium,1
15746902,0,38,Low,0
15752081,4,45,High,0
15781307,2,72,Low,1
15775912,3,62,Medium,3
15745417,1,21,High,3
15671256,0,36,High,0
15653547,5,24,High,2
15595766,1,64,High,1
15742358,2,55,Medium,2
15763274,5,24,High,2
15786063,0,69,Medium,3
15600258,3,20,Low,3
15573318,0,50,High,0
15653849,1,57,High,2
15694272,0,69,Medium,3
15736112,1,16,Medium,2
15749851,2,40,Medium,1
15663478,2,53,Medium,2
15592300,1,62,High,0
15567832,3,6,Medium,0
15776780,1,36,Medium,3
15592846,3,71,High,1
15739803,3,3,Medium,1
15794142,2,64,Medium,3
15762729,5,11,Medium,2
15667896,4,55,Low,0
15626578,3,2,Low,3
15776223,0,25,High,2
15705953,2,39,Low,3
15802593,3,11,Medium,0
15615457,2,58,High,3
15708916,4,3,Low,1
15720187,0,68,Medium,3
15595440,4,52,Medium,0
15600651,1,6,Low,3
15750141,3,54,Low,2
15657284,3,58,Low,1
15763063,3,59,Medium,0
15709324,1,63,High,2
15711309,4,10,High,1
15775318,2,23,High,2
15705515,5,44,Medium,1
15634844,3,28,High,1
15717046,2,14,High,1
15571816,1,29,High,1
15670080,5,69,High,1
15800440,2,40,Medium,1
15665678,4,37,Medium,0
15665956,3,7,Low,1
15788126,2,18,Low,0
15811773,0,18,Low,2
15651674,2,19,Medium,0
15689614,0,18,Medium,1
15795564,4,2,Medium,0
15706647,5,24,High,2
15728505,1,69,Low,1
15730076,4,15,Low,3
15622003,1,69,Low,1
15607312,4,67,High,2
15644753,3,16,High,2
15653620,0,25,High,2
15761986,2,8,Medium,2
15633922,5,69,High,1
15734674,1,6,Low,3
15658032,1,33,Medium,3
15692671,0,40,Medium,1
15737741,1,46,High,0
15576352,2,72,Low,1
15753719,2,38,Low,3
15803689,3,7,Low,1
15718057,3,53,Low,3
15722010,2,39,Low,3
15680998,3,25,High,2
15614782,1,46,Medium,1
15591047,0,38,Low,0
15788291,3,65,High,0
15604044,4,56,Low,0
15679587,5,36,High,0
15775153,3,40,High,1
15603925,5,36,High,0
15680970,0,56,High,3
15697183,2,32,Medium,1
15567446,1,6,Low,3
15637476,3,40,High,1
15714939,3,54,Low,2
15683503,1,46,High,0
15645569,1,62,High,0
15782569,3,37,Low,1
15592387,3,32,Low,1
15609286,4,3,Low,1
15814035,2,14,High,1
15661249,3,6,Medium,0
15629117,4,55,Medium,3
15607170,3,55,High,3
15586585,5,69,High,1
15686611,2,12,Low,2
15603203,4,15,Low,3
15619857,4,69,High,1
15805062,0,18,Low,2
15660271,3,37,High,0
15745295,5,47,Medium,2
15719352,4,37,Medium,0
15766575,0,68,Medium,3
15594594,1,63,High,2
15646161,4,69,Low,0
15682585,3,2,Low,3
15603134,4,25,Medium,2
15636444,3,63,Low,0
15773456,5,15,Medium,1
15745307,0,12,Medium,0
15604119,4,72,High,2
15626900,4,10,High,1
15605447,2,8,Medium,2
15589030,4,53,Low,3
15692463,2,47,Low,1
15712403,1,34,Low,0
15811762,4,52,Medium,0
15718673,4,22,High,3
15724282,2,72,Low,1
15738181,3,28,High,1
15633648,5,11,Medium,2
15603323,0,67,Low,2
15583725,2,47,Low,3
15588350,5,31,Low,1
15798398,3,28,High,1
15784844,3,7,High,3
15580684,1,31,Low,0
15809663,0,50,High,0
15640078,2,9,High,1
15698786,5,51,High,0
15569807,3,16,Medium,1
15730830,2,12,Low,2
15805112,2,38,Low,3
15633064,1,12,Low,3
15703119,0,34,Medium,1
15730447,0,21,High,3
15813850,3,1,Low,3
15711889,5,7,Low,1
15664610,3,60,Medium,1
15751710,0,52,High,1
15692926,4,55,Low,0
15813741,1,63,High,2
15698474,2,48,High,2
15568595,4,3,Low,1
15603065,0,48,High,0
15592937,4,2,Medium,0
15699637,4,35,Medium,2
15667215,2,32,Medium,1
15788659,3,40,High,3
15763218,0,18,Medium,1
15645772,4,69,Low,0
15725511,3,16,High,2
15575024,5,7,Low,0
15640825,5,44,Medium,1
15662397,0,12,Medium,3
15576368,3,1,Low,3
15674991,0,62,Low,0
15721024,0,14,Low,0
15745621,2,18,High,3
15642394,4,10,High,1
15754605,1,36,Medium,3
15607040,1,62,Low,3
15715142,1,39,High,1
15810978,5,69,High,1
15668886,4,25,Medium,2
15780804,3,10,High,1
15613880,3,49,High,3
15775238,3,71,High,1
15786905,2,47,Low,1
15747867,2,48,High,2
15600337,0,43,Low,0
15801277,2,48,High,2
15579334,1,32,Medium,1
15802741,2,50,High,3
15720649,5,33,Low,3
15589493,3,58,Low,1
15688251,1,69,Low,1
15665238,2,32,Medium,1
15740900,3,16,Medium,1
15681068,5,44,Medium,1
15748625,0,14,Low,0
15727299,5,31,Low,2
15620204,3,32,Low,1
15669516,1,16,Medium,2
15736534,3,53,Low,3
15803457,4,72,High,2
15659098,3,3,Medium,1
15603436,4,28,High,0
15566292,3,31,Low,3
15808621,0,48,High,0
15580148,4,53,Low,3
15776231,3,27,Medium,2
15773809,4,67,High,2
15649423,1,8,Low,2
15734886,1,69,Medium,3
15722548,0,56,High,3
15650288,3,45,Medium,3
15629448,0,56,High,3
15716164,5,35,Medium,1
15807609,4,14,High,3
15578977,3,2,Low,3
15677369,0,18,Low,2
15804072,5,24,High,2
15696859,0,14,Low,0
15653780,1,46,High,0
15721658,0,12,Medium,0
15578761,3,49,High,3
15736879,4,48,Low,0
15571973,1,21,High,3
15626742,3,40,High,3
15672692,5,31,Low,2
15673570,0,40,Medium,1
15767432,1,61,Medium,3
15654238,5,35,Medium,1
15612525,4,3,Low,1
15812750,4,67,Medium,3
15790757,2,47,Low,1
15723873,2,59,High,0
15744607,3,54,Low,2
15612966,4,20,Low,1
15784209,3,58,High,3
15794278,3,18,Low,1
15766741,1,46,High,0
15661036,0,28,Medium,3
15705639,2,38,Low,3
15637414,0,16,Low,1
15716835,3,5,High,1
15696231,3,65,High,2
15641675,0,43,Low,0
15670755,4,43,Medium,2
15640059,4,25,Medium,2
15787619,4,23,Low,2
15587535,4,52,Medium,0
15813034,3,2,Low,3
15698839,3,1,Low,3
15790314,1,8,Low,2
15634245,2,4,Low,2
15677305,1,34,Low,0
15661526,4,28,High,0
15685997,2,72,Low,1
15660101,5,44,Medium,1
15637979,4,55,Low,0
15815364,4,28,High,0
15647099,2,53,Medium,2
15625944,0,52,Low,1
15583212,4,12,Low,1
15582741,1,30,High,2
15637876,5,33,Low,3
15622750,0,43,Low,0
15672056,2,18,Low,0
15812351,3,18,Low,1
15810864,1,63,High,2
15677921,4,72,Low,3
15724296,5,33,Low,3
15685329,2,40,Medium,1
15584091,4,23,Low,2
15640442,4,15,Low,3
15639314,0,33,High,0
15685320,1,66,Medium,0
15789158,4,15,Low,3
15752137,0,52,Low,1
15712551,5,35,Medium,1
15628936,1,39,High,1
15797227,2,19,Medium,0
15769974,1,46,Medium,1
15737051,2,50,High,3
15585595,3,20,Low,3
15654060,2,11,Medium,3
15745196,4,12,Low,1
15571221,5,36,High,0
15660155,3,6,Medium,0
15605284,4,25,Medium,2
15694366,3,65,High,2
15600739,3,37,High,0
15653253,2,19,Medium,0
15763431,3,58,Low,1
15643696,0,62,Low,0
15707473,4,22,High,3
15769504,5,20,High,2
15776807,4,23,Low,2
15686870,4,12,Low,1
15668747,4,45,High,0
15766908,4,25,Medium,2
15570134,2,12,Low,2
15567367,1,29,High,1
15747542,3,10,High,1
15762238,4,72,Low,3
15681554,1,16,Medium,2
15712825,0,69,Medium,3
15640280,5,69,High,1
15756026,5,31,Low,2
15613319,4,56,Low,1
15798906,2,14,High,1
15708917,3,30,Medium,0
15778463,4,46,High,0
15699430,4,14,High,3
15649992,1,47,Medium,2
15578980,1,66,Medium,0
15775306,3,2,Low,3
15641655,4,37,Medium,0
15619708,5,51,High,0
15734565,0,58,High,3
15806438,4,67,High,2
15591969,2,1,Low,2
15747807,1,68,High,1
15596939,0,68,Medium,3
15716155,3,34,Low,0
15765311,4,48,Low,0
15757811,3,27,Medium,2
15603830,4,69,Low,0
15660602,3,20,Low,3
15660535,3,49,High,3
15666633,1,63,High,2
15596914,5,44,Medium,1
15639788,4,56,Low,0
15695846,0,21,High,3
15726234,3,7,Low,0
15797964,2,53,Medium,2
15625881,2,19,Medium,0
15780628,3,32,Low,1
15575883,3,72,Low,1
15585036,0,28,Medium,3
15589488,5,51,High,0
15585888,1,47,Medium,2
15727915,0,52,Low,1
15707567,0,25,High,2
15737792,0,59,Low,3
15599433,1,63,High,2
15672012,5,44,Medium,1
15806983,4,53,Low,3
15592222,3,5,High,1
15608968,2,40,Medium,1
15586959,3,53,Low,3
15646558,4,15,Low,3
15725811,0,34,Medium,1
15572265,4,45,High,0
15794048,3,71,High,1
15677610,2,19,Medium,0
15745012,0,69,Medium,3
15601589,1,57,High,2
15686436,4,56,Low,0
15693864,3,28,High,1
15760550,0,12,Medium,3
15686137,1,16,Medium,2
15809087,3,60,Medium,1
15807663,0,12,Medium,0
15809100,4,72,Low,3
15794916,3,71,High,1
15614215,1,32,Medium,1
15805449,1,29,High,1
15686983,2,47,Low,1
15808017,2,18,Low,0
15756804,5,31,Low,1
15646810,3,28,High,1
15710424,4,15,Low,3
15799422,5,49,Medium,1
15692750,5,31,Low,1
15794549,4,37,Medium,0
15803764,5,35,Medium,1
15674840,0,12,Medium,0
15653762,2,59,High,0
15581229,0,58,High,3
15800228,2,40,Medium,1
15656333,1,57,High,2
15697497,4,72,Low,3
15585362,5,68,Medium,0
15571928,0,21,High,3
15785519,3,40,High,3
15743007,4,69,Low,0
15777211,5,59,Low,1
15721935,5,33,Low,3
15591711,3,7,High,3
15625021,2,19,Medium,0
15702968,1,12,Low,2
15600462,4,53,Low,3
15768104,1,12,Low,2
15780140,2,41,High,3
15585255,1,30,High,2
15772781,4,11,Medium,3
15669987,3,37,Low,1
15697000,2,18,Low,0
15733119,2,50,High,3
15782390,2,12,Low,2
15654700,3,16,Low,1
15632210,4,72,High,2
15642041,4,23,Low,2
15709737,5,31,Low,1
15792388,3,40,High,1
15786014,3,20,Low,3
15794580,3,40,High,3
15675964,3,37,High,0
15814275,2,9,High,1
15724848,1,69,Medium,3
15754713,2,41,High,3
15693814,2,56,High,3
15599660,5,1,Medium,3
15746490,5,56,High,0
15566091,1,19,High,1
15655961,2,39,Low,3
15710404,1,29,High,1
15775625,2,19,Medium,0
15792328,4,55,Low,0
15719856,1,46,Medium,1
15593773,3,25,High,2
15733114,3,31,Low,3
15797748,3,61,Low,1
15743411,1,69,Low,1
15753337,3,8,Medium,0
15601026,3,11,Medium,0
15658485,4,52,Medium,0
15636731,1,69,Low,1
15628303,3,40,Low,0
15633461,3,16,Medium,1
15677135,1,61,Medium,3
15590876,4,20,Low,1
15790782,3,40,Low,0
15700476,4,3,Low,1
15634141,1,69,Low,1
15737795,3,54,Low,2
15790299,3,37,Low,1
15675316,1,12,Low,2
15613630,3,37,High,0
15662100,0,12,Medium,3
15668032,0,52,High,1
15599289,3,16,Medium,1
15754084,1,64,High,1
15676521,2,11,Medium,3
15804586,3,61,Low,1
15781465,2,38,Low,3
15729362,4,55,Low,0
15709295,3,45,Medium,3
15745324,5,24,High,2
15741336,3,25,High,2
15783659,2,28,High,2
15620981,3,31,Low,3
15630328,2,59,High,0
15785899,0,33,High,0
15606149,5,56,High,0
15671139,1,47,Medium,2
15660429,1,6,Low,3
15571002,2,64,Medium,3
15631681,2,47,Low,1
15731522,3,8,Medium,0
15619529,3,65,High,2
15628034,4,45,High,0
15686164,4,10,High,1
15582797,4,69,High,1
15753831,4,69,High,1
15731815,3,7,High,3
15580956,3,7,High,3
15602084,4,2,Medium,0
15589805,1,47,Medium,2
15720893,2,47,Low,3
15641009,3,1,Low,3
15605926,4,15,Low,3
15805955,5,24,High,2
15801488,0,52,Low,1
15605918,4,66,High,0
15779711,1,69,Low,1
15705620,0,62,Low,0
15685357,2,14,High,1
15570060,2,45,Low,0
15582616,0,56,High,3
15799515,2,47,Low,3
15642937,1,62,Low,3
15624729,3,65,High,2
15566156,2,41,High,3
15792360,0,38,Low,0
15807008,4,53,Low,3
15704770,2,28,High,2
15756475,4,67,Medium,3
15655339,3,49,High,3
15613749,4,20,Low,1
15664521,1,21,High,3
15681206,5,32,High,2
15745527,2,56,High,3
15806926,1,63,High,2
15724563,3,62,Medium,3
15782899,1,68,High,1
15623521,2,8,Medium,2
15810218,1,62,Low,3
15645621,3,58,Low,1
15608114,2,48,High,2
15659557,4,45,High,0
15787772,0,33,High,0
15691111,3,16,Low,2
15592089,4,66,High,0
15633897,3,16,Medium,1
15701301,2,48,High,2
15723685,2,18,High,3
15701602,0,25,High,2
15739189,0,45,Low,0
15573086,5,11,Medium,2
15569050,3,45,Medium,3
15750765,1,68,High,1
15799811,3,55,High,3
15698442,3,2,Low,3
15655274,3,62,Medium,3
15603594,4,22,High,3
15585961,5,1,Medium,3
15686936,1,19,High,1
15770424,4,67,Medium,3
15587451,2,59,High,0
15602010,3,71,High,1
15600583,5,20,High,2
15654673,2,1,Low,2
15717164,2,47,Low,1
15765014,0,50,High,0
15682639,2,41,High,3
15729279,3,40,High,3
15759805,3,5,High,1
15767864,3,9,Low,1
15769948,3,47,High,3
15686345,2,53,Medium,2
15688071,3,37,High,0
15681174,1,30,High,2
15667521,0,67,Low,2
15750243,4,15,Low,3
15695475,3,30,Medium,0
15689176,2,39,Low,3
15652955,3,61,Low,1
15668958,1,33,Medium,3
15631054,5,59,Low,1
15581479,4,72,High,2
15577478,2,53,Medium,2
15780870,3,63,Low,0
15692317,4,48,Low,0
15593969,3,34,Low,0
15570417,5,31,Low,1
15779059,4,3,Low,1
15785980,2,41,High,3
15644200,1,62,High,0
15793949,4,12,Low,1
15645103,1,69,Medium,3
15705860,5,36,High,0
15623828,4,43,Medium,2
15715003,3,31,Low,3
15623471,0,69,Medium,3
15798348,2,12,Low,2
15743016,4,15,Low,3
15769499,3,7,Low,0
15798521,0,28,Medium,3
15706534,0,52,High,1
15706186,4,2,Medium,0
15812197,4,43,Medium,2
15650933,0,67,Low,2
15692991,4,22,High,3
15631189,0,18,Low,2
15762198,1,68,High,1
15699598,3,63,Low,0
15692744,2,40,Medium,1
15688963,0,16,Low,1
15599131,3,62,Medium,3
15680303,3,59,Medium,0
15628674,3,16,Medium,1
15648075,3,54,Low,2
15586970,5,11,Medium,2
15625698,5,15,Medium,1
15790497,2,47,Low,3
15682618,3,16,High,2
15762937,1,12,Low,3
15750929,4,10,High,1
