CustomerID,NetPromoterScore,SatisfactionSurveyScore,CustomerLoyaltyProgram,RewardPointsBalance
15689044,55,1,No,8897
15709368,-64,8,Yes,2698
15679145,-3,6,No,8923
15655007,68,10,No,7855
15623595,86,7,No,6839
15589975,25,2,No,7978
15804017,14,8,No,2346
15692132,-71,10,No,5778
15641122,83,5,No,6454
15630910,67,5,No,5364
15680772,-52,4,Yes,8412
15658929,89,2,Yes,1725
15585388,85,8,Yes,1272
15724623,12,9,Yes,5734
15588537,-78,2,Yes,301
15574692,-1,6,No,2924
15611325,-67,5,Yes,4042
15587562,47,6,No,8035
15613172,-77,10,Yes,1085
15651022,99,1,Yes,1131
15586310,-91,6,No,3147
15625524,59,8,Yes,3012
15755209,-3,10,Yes,7717
15645248,-42,9,No,4768
15790355,20,2,Yes,691
15762615,96,1,No,4544
15625426,56,9,No,2608
15716334,-57,9,Yes,4282
15789669,34,7,Yes,9904
15621075,31,4,No,9089
15810845,15,5,Yes,1835
15719377,33,1,Yes,6439
15654506,-65,1,Yes,5241
15771977,53,2,No,7238
15708710,22,8,Yes,601
15726676,67,5,No,5364
15587421,8,6,No,7013
15726931,-11,8,Yes,3077
15771086,29,1,No,1156
15756850,-30,1,No,716
15702741,-36,2,Yes,2720
15679200,-11,8,Yes,3077
15594815,-2,2,No,3722
15635905,-67,8,No,5186
15777892,-49,3,Yes,2992
15656176,-64,8,Yes,2698
15811127,-91,6,No,3147
15604482,14,5,No,6332
15622911,56,4,Yes,3302
15600974,25,9,Yes,8829
15727868,43,7,Yes,9095
15627801,-58,10,No,1059
15773039,-88,10,No,7344
15755262,45,2,Yes,3326
15679531,96,1,No,4544
15684181,20,2,Yes,691
15612087,-55,1,No,4084
15752047,11,6,Yes,5117
15624592,-32,1,No,9085
15573152,-32,1,No,9085
15594917,75,5,Yes,2097
15785542,-32,1,No,9085
15723488,-22,9,No,4371
15680920,20,2,Yes,691
15786308,-2,2,No,3722
15659366,-82,5,No,5031
15774854,14,8,No,2346
15725311,-80,10,Yes,2717
15787155,-41,1,Yes,7938
15727829,-36,8,No,1824
15733247,-93,10,No,9666
15568748,56,4,Yes,3302
15699029,74,6,No,303
15774393,-77,8,No,4447
15676895,75,5,Yes,2097
15637753,21,2,No,2217
15605461,-69,1,No,873
15808473,-70,5,Yes,3942
15627000,-38,2,Yes,9955
15787174,97,6,No,2853
15723886,-99,4,No,3074
15704769,66,7,Yes,5115
15772896,-11,2,Yes,7926
15711540,-89,1,Yes,6250
15764866,-84,2,No,6003
15794056,-29,2,Yes,8661
15795149,99,3,No,8541
15812009,38,8,No,6903
15651001,-90,6,No,312
15813844,87,6,Yes,8007
15596175,99,10,Yes,1217
15576269,60,3,No,7621
15797219,-10,4,No,265
15685500,76,7,Yes,7641
15599792,59,8,Yes,3012
15657566,-69,1,Yes,9646
15772423,24,4,No,2791
15628112,78,5,No,98
15753754,57,2,Yes,6105
15793726,56,4,Yes,3302
15694717,33,9,No,412
15665834,-2,2,No,3722
15765297,76,7,Yes,7641
15636684,-84,7,No,7488
15592979,12,9,Yes,5734
15750803,99,10,Yes,1217
15607178,-78,6,Yes,4710
15713853,-11,8,Yes,3077
15673481,14,5,No,6332
15686776,-27,5,Yes,9145
15673693,40,7,No,7104
15700696,-1,8,Yes,3914
15813163,-99,4,No,2254
15653857,-58,10,No,1059
15777076,-22,9,No,4371
15717398,51,8,Yes,5900
15799217,4,6,Yes,6017
15787071,-70,3,Yes,7639
15619955,-63,3,No,2644
15796505,28,2,Yes,2063
15725166,-51,5,No,146
15800116,7,6,No,6276
15758685,8,6,No,7013
15694456,99,1,Yes,1131
15767339,10,8,No,1465
15683562,-70,3,Yes,7639
15782210,-3,8,Yes,4455
15668893,-11,2,Yes,4604
15669169,-60,2,No,2691
15643024,23,10,No,6431
15699389,38,5,Yes,3317
15708608,47,1,No,858
15626144,-49,3,Yes,2992
15573112,-10,4,Yes,4600
15790678,-60,2,No,2691
15727556,79,3,Yes,648
15697307,78,5,No,98
15652266,-87,5,Yes,4957
15607098,71,5,No,5229
15655774,-19,6,Yes,180
15590241,7,6,No,6276
15785819,10,8,No,1465
15723654,-53,1,No,6575
15774510,40,7,No,7104
15684173,47,9,No,6552
15650068,-82,8,No,6793
15811490,99,1,Yes,1131
15803976,59,8,Yes,3012
15682541,51,4,Yes,852
15695699,-89,1,Yes,6250
15624188,28,2,Yes,2063
15812191,54,6,No,8207
15636673,83,5,No,6454
15594898,-8,8,No,8579
15660211,-55,1,No,4084
15773972,25,9,Yes,8829
15746726,-39,1,No,7558
15712287,-36,2,Yes,2720
15702919,22,8,Yes,601
15674398,59,8,Yes,3012
15797960,-77,8,No,4447
15631868,-26,3,No,9931
15581539,60,3,No,7621
15662736,-57,7,No,6779
15666252,80,6,Yes,1963
15677512,-1,6,No,2924
15626114,-68,10,No,8673
15810834,56,7,No,8815
15678910,66,7,Yes,5115
15694408,98,6,Yes,1129
15585215,-62,7,No,5706
15682757,49,5,No,6508
15736601,8,4,Yes,8212
15601848,84,6,Yes,4663
15736008,31,4,No,3552
15669064,79,3,Yes,648
15624528,-18,1,No,6545
15598493,-42,9,No,4768
15601274,30,10,Yes,6040
15702669,53,2,No,7238
15728669,8,6,No,7013
15742668,-93,10,No,9666
15697441,-2,2,No,3722
15740476,10,8,No,1465
15648064,40,7,No,7104
15636624,-99,5,Yes,8542
15807923,66,7,Yes,5115
15745844,31,4,No,9089
15786170,-93,9,Yes,6997
15681081,-67,5,Yes,4042
15684484,-64,1,Yes,271
15785869,-32,1,No,9085
15763859,-51,1,No,8289
15658935,-89,1,Yes,6250
15747358,-82,5,No,5031
15735203,89,1,No,2779
15576256,49,1,Yes,5535
15659420,-41,6,No,2174
15593365,38,5,Yes,3317
15777352,-30,1,No,716
15812007,74,3,No,6234
15625461,53,2,No,7238
15739438,-49,3,Yes,2992
15611759,89,9,Yes,3428
15661629,68,10,No,7855
15633950,43,7,Yes,9095
15592386,-26,3,No,9931
15803716,-42,9,No,4768
15696674,47,9,No,6552
15706365,87,6,Yes,8007
15745088,61,2,No,6032
15676715,-63,3,No,2644
15613085,67,9,Yes,5592
15633537,-18,1,No,6545
15594720,74,6,No,303
15684042,-93,10,No,9666
15583303,18,2,No,4430
15611579,61,2,No,6032
15774696,80,6,Yes,1963
15694506,-9,5,No,529
15688074,-65,1,Yes,5241
15759537,99,1,Yes,1131
15758449,-53,1,No,6575
15583456,-30,1,No,716
15667871,83,5,No,6454
15677371,39,6,No,2770
15629677,-10,4,Yes,4600
15713578,87,6,Yes,8007
15591509,-40,9,No,9585
15568240,74,3,No,6234
15622993,99,1,Yes,1131
15689294,-67,5,Yes,4042
15720910,-69,1,No,873
15721181,24,4,No,2791
15776433,49,5,No,6508
15748936,63,10,Yes,5053
15717225,54,6,No,8207
15685226,-49,3,Yes,2992
15785611,54,6,No,8207
15573456,15,5,Yes,1835
15684548,47,9,Yes,4876
15620505,90,9,Yes,8909
15807432,-11,2,Yes,7926
15584766,-49,3,Yes,2992
15612187,-3,10,Yes,7717
15762218,1,10,Yes,767
15646372,-41,1,Yes,7938
15690452,-32,1,No,9085
15747795,-11,2,Yes,7926
15781589,55,1,No,8897
15732674,-70,3,Yes,7639
15642291,47,9,Yes,4876
15692761,-22,9,No,4371
15578045,-16,7,Yes,3301
15745354,-53,1,No,6575
15701376,33,9,No,412
15691625,-10,4,No,265
15566594,21,1,Yes,6437
15760431,65,6,No,6425
15686302,60,3,No,6797
15801559,-3,6,No,8923
15810432,-11,8,Yes,3077
15809616,49,5,No,6508
15720559,-53,4,Yes,5940
15695632,56,7,No,8815
15659843,-1,8,Yes,3914
15615624,57,1,Yes,5712
15810418,56,7,No,8815
15716186,-80,10,Yes,2717
15674551,54,6,No,8207
15622834,-69,7,No,2132
15566111,39,6,No,2770
15784597,-89,9,Yes,6501
15652883,-68,10,No,8673
15806964,11,6,Yes,5117
15576313,-55,1,No,4084
15806467,71,8,No,8328
15597602,-27,8,Yes,4204
15743040,47,1,No,858
15705521,28,2,Yes,2063
15595039,-52,2,No,7385
15799384,-12,1,No,1432
15581197,89,1,No,2779
15693737,79,3,Yes,648
15624623,-71,10,No,5778
15783501,99,1,Yes,1131
15690134,63,10,Yes,5053
15782735,-51,1,No,8289
15611088,53,2,No,7238
15672145,-11,2,Yes,7926
15732628,14,8,No,2346
15787470,96,7,No,9059
15803406,11,6,Yes,5117
15730460,-32,1,No,9085
15644572,-59,1,Yes,8592
15694860,1,10,Yes,767
15658169,-36,8,No,1824
15794396,-52,2,No,7385
15785798,4,8,Yes,9959
15710825,29,1,No,1156
15668444,-77,10,Yes,1085
15726631,78,5,No,98
15733797,34,7,Yes,9904
15747960,31,4,No,9089
15634632,11,6,Yes,5117
15707362,-51,1,No,8289
15662976,42,3,No,1983
15732778,42,3,No,1983
15718443,-39,1,No,5383
15670039,6,5,Yes,9358
15773792,71,8,No,8328
15613786,-32,1,No,9085
15726032,63,10,Yes,5053
15663252,55,1,No,8897
15593782,-32,1,No,9085
15633283,51,4,Yes,852
15749167,-29,2,Yes,8661
15759298,-36,2,Yes,2720
15683625,-10,4,No,265
15635367,76,7,Yes,7641
15681705,-11,8,Yes,3077
15603156,90,9,Yes,8909
15591986,78,9,No,417
15798888,-57,9,Yes,4282
15809722,-78,6,Yes,4710
15677538,29,1,No,1156
15797736,-57,9,Yes,4282
15695585,38,5,Yes,3317
15744398,-78,2,Yes,301
15750658,23,10,No,6431
15578186,53,2,No,7238
15676519,-77,8,No,4447
15637954,34,7,No,8381
15758639,67,5,No,5364
15613772,74,3,No,6234
15731744,90,9,Yes,8909
15807709,-38,2,Yes,9955
15714689,22,8,Yes,601
15699005,63,10,Yes,5053
15624170,67,9,Yes,5592
15725679,-67,5,Yes,4042
15585865,-67,5,Yes,4042
15804256,-11,2,Yes,4604
15662403,21,1,Yes,6437
15733616,49,1,Yes,5535
15591995,-22,9,No,4371
15677020,-41,1,Yes,7938
15727688,96,1,No,4544
15715941,47,9,No,6552
15714485,-36,8,No,1824
15730059,47,6,No,8035
15715527,71,8,No,8328
15576623,-58,10,No,1059
15805565,-51,5,No,146
15677307,-70,3,Yes,7639
15773890,47,6,No,8035
15598883,73,8,No,9551
15568506,33,1,Yes,6439
15761043,-22,9,No,4371
15782236,14,8,No,2346
15593601,67,5,No,5364
15682048,61,2,No,6032
15746902,79,3,Yes,648
15752081,68,10,No,7855
15781307,-70,3,Yes,7639
15775912,71,5,No,5229
15745417,-16,7,Yes,3301
15671256,-3,8,Yes,4455
15653547,-93,10,No,9666
15595766,86,7,No,424
15742358,18,2,No,4430
15763274,18,2,No,4430
15786063,-39,1,No,5383
15600258,80,6,Yes,1963
15573318,21,2,No,2217
15653849,-67,5,Yes,4042
15694272,-2,2,No,3722
15736112,-26,3,No,9931
15749851,-1,8,Yes,3914
15663478,-69,7,No,2132
15592300,40,7,No,7104
15567832,6,5,Yes,9358
15776780,79,3,Yes,648
15592846,65,6,No,6425
15739803,84,6,Yes,4663
15794142,-88,10,No,7344
15762729,-52,4,Yes,8412
15667896,75,5,Yes,2097
15626578,-40,6,No,1593
15776223,-10,4,No,265
15705953,71,8,No,8328
15802593,-41,6,No,2174
15615457,-62,7,No,5706
15708916,60,3,No,6797
15720187,-64,8,Yes,2698
15595440,89,9,Yes,3428
15600651,8,4,Yes,8212
15750141,-51,10,Yes,3586
15657284,-42,9,No,4768
15763063,11,6,Yes,5117
15709324,-16,7,Yes,3301
15711309,-67,8,No,5186
15775318,59,8,Yes,3012
15705515,-70,3,Yes,7639
15634844,33,1,Yes,6439
15717046,33,1,Yes,6439
15571816,-99,1,Yes,3772
15670080,68,10,No,7855
15800440,-93,9,Yes,6997
15665678,56,4,Yes,3302
15665956,-30,1,No,716
15788126,-62,7,No,5706
15811773,24,4,No,2791
15651674,78,5,No,98
15689614,55,1,No,8897
15795564,11,5,No,6715
15706647,-63,3,No,2644
15728505,47,1,No,858
15730076,-38,2,Yes,9955
15622003,53,2,No,7238
15607312,33,9,No,412
15644753,-99,1,Yes,3772
15653620,-59,1,Yes,8592
15761986,-75,10,Yes,3988
15633922,-69,1,Yes,9646
15734674,71,8,No,8328
15658032,47,6,No,8035
15692671,-39,1,No,5383
15737741,8,4,Yes,8212
15576352,60,3,No,7621
15753719,45,2,Yes,3326
15803689,29,1,No,1156
15718057,-11,2,Yes,7926
15722010,-82,8,No,6793
15680998,-69,1,Yes,9646
15614782,6,5,Yes,9358
15591047,-31,9,Yes,5261
15788291,-39,1,No,7558
15604044,-84,7,No,7488
15679587,51,4,Yes,852
15775153,-12,1,No,1432
15603925,33,9,No,412
15680970,-22,1,Yes,6067
15697183,68,10,No,7855
15567446,99,10,Yes,1217
15637476,-9,5,No,529
15714939,21,1,Yes,6437
15683503,-1,6,No,2924
15645569,29,1,No,1156
15782569,-51,1,No,8289
15592387,-51,5,No,146
15609286,51,8,Yes,5900
15814035,-22,9,No,4371
15661249,87,6,Yes,8007
15629117,-31,9,Yes,5261
15607170,-9,5,No,529
15586585,78,5,No,98
15686611,99,10,Yes,1217
15603203,-40,6,No,1593
15619857,21,2,No,2217
15805062,78,5,No,98
15660271,84,6,Yes,4663
15745295,-60,2,No,2691
15719352,4,6,Yes,6017
15766575,-27,8,Yes,4204
15594594,14,8,No,2346
15646161,-82,8,No,6793
15682585,-10,4,No,265
15603134,66,7,Yes,5115
15636444,14,8,No,2346
15773456,-88,10,No,7344
15745307,54,6,No,8207
15604119,47,9,No,6552
15626900,-3,6,No,8923
15605447,-99,5,Yes,8542
15589030,56,9,No,2608
15692463,11,5,No,6715
15712403,-18,1,No,6545
15811762,-22,9,No,4371
15718673,74,6,No,303
15724282,97,6,No,2853
15738181,-78,6,Yes,4710
15633648,-12,1,No,1432
15603323,67,5,No,5364
15583725,40,7,No,7104
15588350,96,1,No,4544
15798398,-60,2,No,2691
15784844,-70,5,Yes,3942
15580684,83,5,No,6454
15809663,-26,3,No,9931
15640078,-2,2,No,3722
15698786,-32,1,No,9085
15569807,65,6,No,6425
15730830,54,6,No,8207
15805112,-8,8,No,8579
15633064,-1,8,Yes,3914
15703119,-42,4,No,9387
15730447,8,6,No,7013
15813850,-41,1,Yes,7938
15711889,0,1,No,1938
15664610,86,7,No,424
15751710,-64,1,Yes,271
15692926,99,3,No,8541
15813741,71,8,No,8328
15698474,30,10,Yes,6040
15568595,-26,3,No,9931
15603065,-80,10,Yes,2717
15592937,-99,4,No,2254
15699637,-82,8,No,6793
15667215,-99,1,Yes,3772
15788659,67,5,No,5364
15763218,73,8,No,9551
15645772,78,5,No,98
15725511,99,3,No,8541
15575024,-40,9,No,9585
15640825,53,2,No,7238
15662397,-77,8,No,4447
15576368,61,2,No,6032
15674991,72,10,No,692
15721024,64,5,Yes,6546
15745621,-22,1,Yes,6067
15642394,-3,8,Yes,4455
15754605,-2,2,No,3722
15607040,-12,1,No,1432
15715142,-1,6,No,2924
15810978,-26,3,No,9931
15668886,-22,1,Yes,6067
15780804,42,3,No,1983
15613880,-19,6,Yes,180
15775238,73,8,No,9551
15786905,-53,4,Yes,5940
15747867,-82,5,No,5031
15600337,-18,1,No,6545
15801277,64,5,Yes,6546
15579334,-31,9,Yes,5261
15802741,-19,6,Yes,180
15720649,-57,7,No,6779
15589493,-11,2,Yes,7926
15688251,1,10,Yes,767
15665238,47,6,No,7395
15740900,-75,10,Yes,3988
15681068,98,6,Yes,1129
15748625,-27,8,Yes,4204
15727299,-2,2,No,3722
15620204,-12,1,No,1432
15669516,-81,4,Yes,4430
15736534,-7,6,Yes,3006
15803457,-63,3,No,2644
15659098,90,9,Yes,8909
15603436,31,4,No,9089
15566292,21,2,No,2217
15808621,83,5,Yes,9609
15580148,59,8,Yes,3012
15776231,-59,1,Yes,8592
15773809,57,1,Yes,5712
15649423,8,6,No,7013
15734886,11,6,Yes,5117
15722548,-49,3,Yes,2992
15650288,-26,3,No,9931
15629448,65,6,No,6425
15716164,-77,8,No,4447
15807609,-42,4,No,9387
15578977,11,6,Yes,5117
15677369,89,1,No,2779
15804072,6,5,Yes,9358
15696859,-36,8,No,1824
15653780,-84,7,No,7488
15721658,86,7,No,6839
15578761,-18,1,No,6545
15736879,60,3,No,7621
15571973,-88,10,No,7344
15626742,28,2,Yes,2063
15672692,-99,1,Yes,3772
15673570,57,1,Yes,5712
15767432,25,2,Yes,1660
15654238,-88,10,No,7344
15612525,56,4,Yes,3302
15812750,-11,8,Yes,3077
15790757,47,6,No,7395
15723873,-39,1,No,5383
15744607,47,6,No,7395
15612966,56,7,No,8815
15784209,-26,3,No,9931
15794278,89,1,No,2779
15766741,-68,10,No,8673
15661036,34,7,No,8381
15705639,-31,9,Yes,5261
15637414,-49,8,Yes,6115
15716835,99,1,Yes,1131
15696231,78,5,No,98
15641675,83,8,No,6158
15670755,22,8,Yes,601
15640059,89,2,Yes,1725
15787619,23,10,No,6431
15587535,-77,10,Yes,1085
15813034,63,10,Yes,5053
15698839,-41,6,No,2174
15790314,-32,1,No,9085
15634245,-40,9,No,9585
15677305,57,1,No,236
15661526,-27,8,Yes,4204
15685997,85,8,Yes,1272
15660101,30,10,Yes,6040
15637979,57,2,Yes,6105
15815364,-93,10,No,9666
15647099,-11,8,Yes,3077
15625944,-42,9,No,4768
15583212,-15,10,No,1898
15582741,-49,3,Yes,2992
15637876,-10,4,Yes,4600
15622750,-41,6,No,2174
15672056,-3,8,Yes,4455
15812351,78,9,No,417
15810864,84,6,Yes,4663
15677921,-57,7,No,6779
15724296,34,7,Yes,9904
15685329,56,7,No,8815
15584091,-39,1,No,5383
15640442,63,10,Yes,5053
15639314,-12,2,Yes,1587
15685320,-78,6,Yes,4710
15789158,-69,7,No,2132
15752137,-3,10,Yes,7717
15712551,25,9,Yes,8829
15628936,55,1,No,8897
15797227,68,10,No,7855
15769974,83,5,No,6454
15737051,42,3,No,1983
15585595,87,6,Yes,8007
15654060,-7,6,Yes,3006
15745196,8,4,Yes,8212
15571221,-10,4,Yes,4600
15660155,-67,5,Yes,4042
15605284,47,6,No,7395
15694366,1,10,Yes,767
15600739,67,9,Yes,5592
15653253,-27,5,Yes,9145
15763431,57,1,No,236
15643696,-9,5,No,529
15707473,29,1,No,1156
15769504,38,5,Yes,3317
15776807,99,1,Yes,1131
15686870,61,2,No,6032
15668747,8,4,Yes,8212
15766908,7,6,No,6276
15570134,-99,5,Yes,8542
15567367,-84,7,No,7488
15747542,-11,2,Yes,4604
15762238,-68,10,No,8673
15681554,29,1,No,1156
15712825,38,8,No,6903
15640280,42,3,No,1983
15756026,47,9,Yes,4876
15613319,33,9,No,412
15798906,-78,6,Yes,4710
15708917,-16,7,Yes,3301
15778463,45,2,Yes,3326
15699430,-51,5,No,146
15649992,-69,7,No,2132
15578980,40,7,No,7104
15775306,-15,10,No,1898
15641655,-82,5,No,5031
15619708,56,4,Yes,3302
15734565,76,7,Yes,7641
15806438,11,6,Yes,5117
15591969,-40,6,No,1593
15747807,8,6,No,7013
15596939,-11,2,Yes,7926
15716155,85,8,Yes,1272
15765311,-36,2,Yes,2720
15757811,42,3,No,1983
15603830,38,5,Yes,3317
15660602,55,1,No,8897
15660535,4,6,Yes,6017
15666633,25,2,No,7978
15596914,-49,8,Yes,6115
15639788,-87,5,Yes,4957
15695846,38,5,Yes,3317
15726234,-77,10,Yes,1085
15797964,85,8,Yes,1272
15625881,-26,3,No,9931
15780628,96,7,No,9059
15575883,86,7,No,424
15585036,43,7,Yes,9095
15589488,-41,6,No,2174
15585888,97,6,No,2853
15727915,-41,1,Yes,7938
15707567,-64,1,Yes,271
15737792,-64,1,Yes,271
15599433,74,6,No,303
15672012,-36,8,No,1824
15806983,-36,2,Yes,2720
15592222,96,7,No,9059
15608968,-88,10,No,7344
15586959,38,8,No,6903
15646558,97,6,No,2853
15725811,10,8,No,1465
15572265,-57,7,No,6779
15794048,-64,8,Yes,2698
15677610,56,7,No,8815
15745012,30,8,Yes,7942
15601589,57,1,No,236
15686436,-36,2,Yes,2720
15693864,24,4,No,2791
15760550,-77,10,Yes,1085
15686137,79,3,Yes,648
15809087,-53,4,Yes,5940
15807663,-42,4,No,9387
15809100,-82,8,No,6793
15794916,-40,9,No,9585
15614215,89,2,Yes,1725
15805449,-82,5,No,5031
15686983,10,8,No,1465
15808017,-3,6,No,8923
15756804,61,2,No,6032
15646810,61,2,No,6032
15710424,21,2,No,2217
15799422,31,4,No,3552
15692750,53,2,No,7238
15794549,53,2,No,7238
15803764,-64,8,Yes,2698
15674840,55,1,No,8897
15653762,-22,9,No,4371
15581229,-18,1,No,6545
15800228,86,7,No,6839
15656333,-7,6,Yes,3006
15697497,78,9,No,417
15585362,34,7,No,8381
15571928,-1,8,Yes,3914
15785519,-89,9,Yes,6501
15743007,76,7,Yes,7641
15777211,-60,2,No,2691
15721935,-11,2,Yes,7926
15591711,21,1,Yes,6437
15625021,6,5,Yes,9358
15702968,80,6,Yes,1963
15600462,47,9,No,6552
15768104,54,6,No,8207
15780140,39,6,No,2770
15585255,4,6,Yes,6017
15772781,8,4,Yes,8212
15669987,98,6,Yes,1129
15697000,20,2,Yes,691
15733119,14,8,No,2346
15782390,57,1,No,236
15654700,99,3,No,8541
15632210,74,6,No,303
15642041,57,1,No,236
15709737,-82,5,No,5031
15792388,-32,1,No,9085
15786014,42,3,No,1983
15794580,76,7,Yes,7641
15675964,23,10,No,6431
15814275,-77,8,No,4447
15724848,-84,7,No,7488
15754713,96,7,No,9059
15693814,21,1,Yes,6437
15599660,-45,3,Yes,1104
15746490,-77,10,Yes,1085
15566091,76,7,Yes,7641
15655961,-30,1,No,716
15710404,-26,3,No,9931
15775625,-69,1,Yes,9646
15792328,-49,3,Yes,2992
15719856,99,3,No,8541
15593773,-64,1,Yes,271
15733114,47,9,Yes,4876
15797748,-71,10,No,5778
15743411,-75,10,Yes,3988
15753337,56,9,No,2608
15601026,-1,6,No,2924
15658485,-89,1,Yes,6250
15636731,80,6,Yes,1963
15628303,68,10,No,7855
15633461,-31,9,Yes,5261
15677135,78,9,No,417
15590876,49,5,No,6508
15790782,-77,10,Yes,1085
15700476,60,3,No,7621
15634141,1,10,Yes,767
15737795,53,2,No,7238
15790299,-26,2,No,7318
15675316,56,7,No,8815
15613630,-38,2,Yes,9955
15662100,10,8,No,1465
15668032,-65,1,Yes,5241
15599289,67,9,Yes,5592
15754084,-65,1,Yes,5241
15676521,20,2,Yes,691
15804586,31,4,No,3552
15781465,25,9,Yes,8829
15729362,-52,4,Yes,8412
15709295,-87,5,Yes,4957
15745324,57,2,Yes,6105
15741336,4,8,Yes,9959
15783659,45,2,Yes,3326
15620981,-39,1,No,5383
15630328,-43,8,Yes,9271
15785899,50,7,No,8565
15606149,47,9,Yes,4876
15671139,53,2,No,7238
15660429,57,2,Yes,6105
15571002,-84,2,No,6003
15631681,-11,2,Yes,4604
15731522,63,10,Yes,5053
15619529,10,8,No,1465
15628034,1,10,Yes,767
15686164,78,5,No,98
15582797,-22,9,No,4371
15753831,54,6,No,8207
15731815,33,9,No,412
15580956,-49,3,Yes,2992
15602084,-45,3,Yes,1104
15589805,-71,10,No,5778
15720893,96,7,No,9059
15641009,-49,3,Yes,2992
15605926,-1,8,Yes,3914
15805955,56,7,No,8815
15801488,10,8,No,1465
15605918,-67,8,No,5186
15779711,-1,8,Yes,3914
