CustomerID,AutoRenewalEnabled,PaymentMethod,PaymentFailures
,Yes,Credit Card,5
15607098,Yes,PayPal,1
15655774,Yes,PayPal,3
15590241,Yes,Credit Card,1
15785819,Yes,PayPal,1
15723654,No,PayPal,4
15774510,No,Credit Card,2
15684173,,PayPal,1
15650068,No,Credit Card,1
15811490,Yes,PayPal,3
15803976,No,PayPal,1
15682541,Yes,PayPal,1
15695699,No,PayPal,4
,No,Credit Card,5
,Yes,Credit Card,2
15636673,Yes,Credit Card,1
15594898,Yes,Credit Card,2
15660211,Yes,Credit Card,3
15773972,No,Credit Card,4
15746726,Yes,Credit Card,1
15712287,,Credit Card,0
,No,PayPal,1
15674398,Yes,PayPal,1
15797960,,Bank Transfer,2
15631868,No,PayPal,1
15581539,Yes,Credit Card,3
15662736,Yes,Credit Card,5
15666252,No,Bank Transfer,5
15677512,Yes,PayPal,1
15626114,Yes,Credit Card,3
15810834,No,PayPal,1
,Yes,PayPal,2
15694408,,PayPal,2
15585215,No,PayPal,2
15682757,No,PayPal,2
15736601,No,PayPal,3
15601848,,PayPal,1
15736008,No,Credit Card,4
15669064,No,Credit Card,0
15624528,No,Bank Transfer,3
15598493,Yes,Bank Transfer,1
15601274,No,PayPal,2
15702669,No,Bank Transfer,4
,No,Bank Transfer,5
15742668,No,Credit Card,3
15697441,No,Credit Card,5
15740476,Yes,Bank Transfer,2
15648064,No,PayPal,1
15636624,No,Credit Card,5
15807923,Yes,Bank Transfer,1
15745844,Yes,PayPal,3
15786170,,PayPal,2
15681081,Yes,PayPal,2
15684484,Yes,Bank Transfer,3
15785869,No,PayPal,1
15763859,Yes,Credit Card,2
,No,Credit Card,3
15747358,No,PayPal,5
15735203,No,Credit Card,5
15576256,No,PayPal,0
15659420,No,PayPal,5
15593365,,PayPal,2
15777352,Yes,Bank Transfer,5
15812007,Yes,Bank Transfer,4
15625461,No,Bank Transfer,1
15739438,Yes,PayPal,0
15611759,No,Credit Card,4
15661629,Yes,PayPal,5
15633950,No,PayPal,2
15592386,Yes,Bank Transfer,0
,No,Credit Card,1
15696674,Yes,Credit Card,3
15706365,Yes,Credit Card,2
15745088,Yes,PayPal,5
15676715,Yes,Bank Transfer,4
15613085,No,PayPal,5
15633537,Yes,Credit Card,5
,No,PayPal,1
15684042,Yes,Bank Transfer,2
15583303,Yes,Bank Transfer,2
15611579,No,Credit Card,5
15774696,Yes,Credit Card,0
15694506,No,Bank Transfer,5
15688074,No,Bank Transfer,0
15759537,No,PayPal,4
15758449,Yes,Credit Card,4
15583456,Yes,Credit Card,3
15667871,Yes,PayPal,5
15677371,Yes,Bank Transfer,4
15629677,No,PayPal,3
15713578,No,PayPal,0
15591509,No,Bank Transfer,2
15568240,No,PayPal,3
15622993,Yes,Credit Card,4
15689294,No,Credit Card,0
15720910,,PayPal,0
15721181,No,Credit Card,5
15776433,No,Credit Card,5
,No,Credit Card,4
15717225,No,PayPal,1
15685226,Yes,PayPal,1
15785611,No,PayPal,4
15573456,Yes,PayPal,2
15684548,Yes,Bank Transfer,0
15620505,Yes,PayPal,1
15807432,Yes,Credit Card,1
15584766,No,Bank Transfer,1
15612187,,Bank Transfer,1
15762218,No,Bank Transfer,4
15646372,No,Bank Transfer,2
15690452,No,PayPal,2
15747795,Yes,PayPal,5
15781589,Yes,Credit Card,1
15732674,No,Credit Card,4
15642291,No,PayPal,0
15692761,No,Bank Transfer,4
15578045,Yes,Credit Card,1
15745354,No,Bank Transfer,0
15701376,Yes,Credit Card,1
15691625,,Bank Transfer,0
15566594,No,Bank Transfer,3
15760431,Yes,Credit Card,0
15686302,Yes,Credit Card,1
15801559,Yes,PayPal,2
15810432,No,Credit Card,1
15809616,No,Credit Card,0
,No,Credit Card,0
15695632,Yes,Bank Transfer,2
15659843,Yes,PayPal,2
15615624,No,Credit Card,4
15810418,No,PayPal,3
15716186,No,Credit Card,3
15674551,No,Bank Transfer,5
15622834,Yes,Credit Card,4
15566111,Yes,Bank Transfer,5
15784597,No,Bank Transfer,1
15652883,Yes,PayPal,1
15806964,No,PayPal,1
15576313,Yes,PayPal,2
15806467,No,Credit Card,4
15597602,Yes,Bank Transfer,1
15743040,No,PayPal,1
15705521,No,Credit Card,3
15595039,Yes,Bank Transfer,3
15799384,No,PayPal,5
15581197,No,Bank Transfer,4
15693737,No,Credit Card,2
15624623,No,PayPal,2
15783501,,Bank Transfer,3
,Yes,Credit Card,3
15782735,No,PayPal,1
15611088,Yes,Bank Transfer,5
15672145,Yes,Credit Card,1
15732628,Yes,Credit Card,1
15787470,Yes,Credit Card,5
15803406,Yes,Bank Transfer,4
15730460,Yes,PayPal,1
15644572,Yes,PayPal,5
15694860,No,Credit Card,5
15658169,No,Bank Transfer,3
15794396,Yes,PayPal,0
15785798,,PayPal,2
15710825,Yes,Bank Transfer,5
15668444,Yes,PayPal,1
15726631,No,Credit Card,2
15733797,Yes,Credit Card,4
15747960,Yes,Credit Card,4
15634632,No,Credit Card,5
15707362,Yes,Bank Transfer,2
15662976,No,PayPal,2
15732778,No,PayPal,1
15718443,Yes,PayPal,5
15670039,No,Bank Transfer,1
15773792,No,Bank Transfer,0
15613786,No,Credit Card,5
15726032,Yes,Bank Transfer,3
15663252,Yes,Bank Transfer,4
15593782,No,PayPal,5
15633283,No,PayPal,3
15749167,Yes,Bank Transfer,1
15759298,Yes,PayPal,0
15683625,No,Bank Transfer,3
15635367,Yes,PayPal,5
15681705,No,Credit Card,1
15603156,Yes,PayPal,5
15591986,Yes,PayPal,2
15798888,Yes,Credit Card,1
15809722,No,Credit Card,4
15677538,,PayPal,4
15797736,Yes,PayPal,1
15695585,No,Bank Transfer,1
15744398,Yes,Credit Card,3
15750658,Yes,PayPal,3
,Yes,PayPal,1
15676519,,PayPal,2
15637954,No,Bank Transfer,2
15758639,No,Credit Card,0
,No,PayPal,1
15731744,Yes,PayPal,4
15807709,Yes,PayPal,0
15714689,Yes,Credit Card,3
15699005,No,Credit Card,2
15624170,No,PayPal,1
15725679,No,PayPal,5
15585865,No,Credit Card,5
15804256,Yes,PayPal,1
15662403,No,PayPal,2
15733616,No,Credit Card,0
15591995,Yes,Bank Transfer,1
15677020,No,PayPal,0
,No,Credit Card,3
15715941,Yes,Bank Transfer,3
15714485,No,PayPal,1
15730059,,PayPal,3
15715527,Yes,Credit Card,1
15576623,Yes,Bank Transfer,1
15805565,Yes,Credit Card,2
15677307,No,Credit Card,1
15773890,No,Bank Transfer,3
15598883,No,Credit Card,5
,Yes,Bank Transfer,5
15761043,Yes,PayPal,2
15782236,No,PayPal,0
15593601,Yes,Bank Transfer,4
15682048,No,Credit Card,5
15746902,No,Bank Transfer,1
15752081,No,PayPal,5
15781307,Yes,Credit Card,4
,No,Bank Transfer,4
15745417,Yes,Credit Card,2
15671256,Yes,PayPal,5
15653547,No,Bank Transfer,4
15595766,Yes,PayPal,0
15742358,No,Bank Transfer,0
15763274,No,PayPal,4
15786063,Yes,PayPal,2
15600258,Yes,PayPal,4
15573318,Yes,PayPal,2
15653849,Yes,Credit Card,1
15694272,No,Credit Card,5
15736112,Yes,Credit Card,2
15749851,No,Credit Card,1
15663478,Yes,PayPal,4
15592300,No,PayPal,4
15567832,No,PayPal,3
15776780,No,PayPal,2
15592846,Yes,PayPal,0
15739803,No,Credit Card,3
15794142,No,Bank Transfer,4
15762729,No,Credit Card,0
15667896,No,Credit Card,4
15626578,No,PayPal,4
15776223,No,PayPal,4
15705953,No,Bank Transfer,3
15802593,No,PayPal,1
15615457,Yes,PayPal,3
15708916,Yes,Bank Transfer,4
15720187,No,PayPal,4
15595440,No,Bank Transfer,1
15600651,No,PayPal,4
15750141,No,PayPal,4
15657284,Yes,PayPal,2
15763063,Yes,PayPal,5
15709324,No,PayPal,1
15711309,No,Credit Card,0
15775318,Yes,Bank Transfer,1
15705515,No,PayPal,1
15634844,Yes,Bank Transfer,2
15717046,No,PayPal,5
15571816,No,Bank Transfer,3
15670080,Yes,PayPal,4
15800440,Yes,Credit Card,3
15665678,Yes,PayPal,5
15665956,Yes,Bank Transfer,4
15788126,No,Credit Card,5
15811773,No,Bank Transfer,0
15651674,No,Credit Card,5
15689614,Yes,Credit Card,2
,No,Bank Transfer,5
15706647,Yes,Credit Card,1
15728505,No,Bank Transfer,1
15730076,Yes,Bank Transfer,1
15622003,Yes,PayPal,5
15607312,No,Credit Card,1
15644753,Yes,Credit Card,5
15653620,Yes,PayPal,5
,Yes,Bank Transfer,5
15633922,No,Credit Card,4
15734674,Yes,Bank Transfer,2
15658032,No,PayPal,5
15692671,No,Credit Card,4
15737741,No,PayPal,4
,Yes,PayPal,2
15753719,Yes,Credit Card,2
15803689,Yes,Bank Transfer,3
15718057,No,Credit Card,0
15722010,Yes,Bank Transfer,5
15680998,No,Credit Card,1
15614782,No,PayPal,5
15591047,Yes,Bank Transfer,1
15788291,Yes,PayPal,3
15604044,Yes,Bank Transfer,1
15679587,No,Bank Transfer,1
15775153,No,PayPal,1
15603925,Yes,Credit Card,4
15680970,No,PayPal,1
15697183,No,Credit Card,3
15567446,Yes,Credit Card,1
15637476,No,Bank Transfer,0
15714939,Yes,PayPal,2
15683503,Yes,Credit Card,1
15645569,Yes,PayPal,1
15782569,No,Bank Transfer,2
15592387,No,Credit Card,1
15609286,,Credit Card,1
15814035,No,PayPal,2
15661249,No,Credit Card,2
15629117,No,Bank Transfer,4
15607170,Yes,PayPal,1
15586585,No,PayPal,0
15686611,No,Credit Card,0
15603203,Yes,Credit Card,5
15619857,No,Bank Transfer,5
15805062,No,Credit Card,0
15660271,Yes,PayPal,4
15745295,No,Credit Card,5
15719352,No,Credit Card,3
15766575,No,PayPal,1
15594594,,PayPal,4
15646161,No,PayPal,2
15682585,No,Credit Card,4
,No,Credit Card,3
15636444,Yes,Bank Transfer,4
,Yes,Credit Card,3
,Yes,Credit Card,5
15604119,No,Bank Transfer,2
15626900,No,Credit Card,0
15605447,No,Credit Card,1
15589030,No,Credit Card,0
15692463,Yes,Credit Card,4
15712403,Yes,Credit Card,4
15811762,No,Bank Transfer,3
15718673,Yes,PayPal,20
15724282,Yes,Credit Card,1
15738181,No,PayPal,1
15633648,No,PayPal,1
15603323,No,Credit Card,5
15583725,Yes,Credit Card,2
15588350,No,PayPal,2
15798398,No,PayPal,0
15784844,Yes,Bank Transfer,3
15580684,Yes,PayPal,1
15809663,Yes,PayPal,5
15640078,Yes,Credit Card,2
15698786,Yes,PayPal,5
15569807,No,Credit Card,5
15730830,Yes,Bank Transfer,4
15805112,No,Bank Transfer,5
15633064,Yes,PayPal,5
15703119,No,Credit Card,4
15730447,No,PayPal,2
15813850,No,Bank Transfer,3
15711889,No,PayPal,1
15664610,Yes,Bank Transfer,4
15751710,No,Credit Card,4
15692926,No,PayPal,4
15813741,No,PayPal,2
15698474,Yes,Credit Card,5
15568595,No,Bank Transfer,2
15603065,Yes,Credit Card,5
15592937,Yes,Credit Card,1
15699637,No,Credit Card,5
15667215,No,Bank Transfer,3
15788659,No,Bank Transfer,4
15763218,No,PayPal,1
15645772,Yes,Bank Transfer,0
15725511,Yes,PayPal,1
15575024,Yes,Bank Transfer,4
,No,Bank Transfer,1
15662397,No,PayPal,1
15576368,Yes,PayPal,0
15674991,No,PayPal,1
15721024,Yes,Credit Card,4
,No,Credit Card,0
15642394,Yes,PayPal,1
15754605,No,Bank Transfer,4
15607040,Yes,Bank Transfer,5
15715142,Yes,PayPal,2
15810978,No,Credit Card,4
15668886,No,Credit Card,5
15780804,Yes,Bank Transfer,1
15613880,,Bank Transfer,2
15775238,No,PayPal,0
15786905,Yes,PayPal,5
15747867,Yes,Credit Card,5
15600337,No,PayPal,2
15801277,Yes,PayPal,3
15579334,,Credit Card,3
15802741,No,Bank Transfer,5
15720649,Yes,Bank Transfer,1
15589493,Yes,PayPal,1
15688251,No,PayPal,1
15665238,Yes,Credit Card,5
15740900,No,Credit Card,0
15681068,Yes,PayPal,1
15748625,No,Credit Card,1
15727299,No,PayPal,2
15620204,No,Credit Card,0
15669516,No,Credit Card,4
15736534,No,Credit Card,3
15803457,Yes,Credit Card,1
15659098,No,PayPal,2
15603436,Yes,Bank Transfer,2
15566292,No,Credit Card,3
15808621,Yes,Bank Transfer,2
15580148,Yes,PayPal,3
15776231,Yes,Bank Transfer,3
15773809,Yes,Credit Card,4
15649423,No,Bank Transfer,4
15734886,Yes,Bank Transfer,1
15722548,Yes,Credit Card,2
15650288,Yes,PayPal,0
15629448,Yes,Bank Transfer,2
,No,PayPal,1
15807609,No,Bank Transfer,3
15578977,Yes,PayPal,3
15677369,No,Credit Card,3
15804072,No,PayPal,0
15696859,Yes,Credit Card,1
15653780,Yes,Credit Card,3
15721658,No,PayPal,1
15578761,Yes,PayPal,0
15736879,No,Bank Transfer,4
15571973,No,Credit Card,1
15626742,No,PayPal,1
15672692,Yes,PayPal,4
15673570,Yes,Credit Card,5
15767432,No,Credit Card,5
15654238,,Bank Transfer,0
15612525,Yes,Bank Transfer,2
15812750,Yes,PayPal,3
15790757,Yes,Credit Card,2
15723873,Yes,Bank Transfer,2
,Yes,Credit Card,2
15612966,No,Credit Card,1
,No,PayPal,3
15794278,Yes,PayPal,5
15766741,Yes,Bank Transfer,0
15661036,,Credit Card,1
15705639,No,Bank Transfer,5
15637414,Yes,Credit Card,5
15716835,No,PayPal,5
15696231,Yes,PayPal,0
15641675,Yes,Bank Transfer,4
15670755,Yes,Credit Card,4
15640059,No,Bank Transfer,3
15787619,Yes,Bank Transfer,4
15587535,Yes,PayPal,0
15813034,Yes,PayPal,5
15698839,No,Credit Card,5
15790314,Yes,Credit Card,5
15634245,No,Credit Card,3
15677305,Yes,Credit Card,5
15661526,Yes,Credit Card,4
15685997,Yes,PayPal,2
15660101,No,PayPal,1
15637979,No,Bank Transfer,3
15815364,No,Bank Transfer,2
15647099,No,Bank Transfer,0
15625944,No,PayPal,1
15583212,No,Credit Card,5
15582741,Yes,Credit Card,1
15637876,Yes,PayPal,5
15622750,No,Credit Card,0
,Yes,Credit Card,1
,Yes,PayPal,1
15810864,Yes,Credit Card,4
15677921,Yes,PayPal,5
15724296,No,Credit Card,2
15685329,Yes,PayPal,1
15584091,No,Credit Card,5
15640442,Yes,Credit Card,4
15639314,No,Bank Transfer,3
15685320,Yes,Credit Card,1
15789158,Yes,Bank Transfer,1
15752137,No,Credit Card,0
15712551,No,Credit Card,5
15628936,No,Credit Card,4
15797227,Yes,Credit Card,1
15769974,,PayPal,0
15737051,No,Credit Card,3
15585595,No,Bank Transfer,0
15654060,No,PayPal,1
15745196,Yes,Bank Transfer,0
15571221,No,PayPal,1
15660155,No,PayPal,1
15605284,Yes,Credit Card,4
15694366,,Credit Card,1
15600739,No,Bank Transfer,5
15653253,Yes,PayPal,2
15763431,,PayPal,4
15643696,No,PayPal,3
15707473,Yes,Bank Transfer,5
15769504,Yes,PayPal,2
,Yes,Bank Transfer,1
,Yes,PayPal,2
15668747,No,PayPal,1
15766908,Yes,PayPal,2
15570134,Yes,Bank Transfer,1
,No,PayPal,1
15747542,Yes,Bank Transfer,0
15762238,No,Credit Card,5
15681554,No,Credit Card,1
15712825,No,PayPal,4
15640280,No,Credit Card,0
15756026,No,Bank Transfer,3
15613319,No,PayPal,1
15798906,,Bank Transfer,5
15708917,No,PayPal,5
15778463,No,PayPal,1
15699430,No,PayPal,0
15649992,No,Credit Card,5
15578980,No,PayPal,4
15775306,No,Bank Transfer,4
15641655,No,Credit Card,5
15619708,No,Credit Card,1
15734565,No,PayPal,1
15806438,No,PayPal,5
15591969,No,PayPal,2
15747807,No,Credit Card,4
15596939,No,PayPal,3
15716155,No,PayPal,1
15765311,No,Bank Transfer,1
15757811,Yes,PayPal,0
15603830,Yes,Bank Transfer,5
15660602,Yes,Bank Transfer,2
15660535,No,Bank Transfer,5
15666633,Yes,Bank Transfer,1
15596914,No,PayPal,3
15639788,Yes,Credit Card,1
15695846,No,Bank Transfer,4
15726234,Yes,Bank Transfer,4
15797964,No,Credit Card,4
15625881,Yes,Credit Card,3
15780628,Yes,Credit Card,5
15575883,Yes,Credit Card,4
15585036,No,Bank Transfer,4
15589488,No,PayPal,2
15585888,No,Bank Transfer,1
15727915,No,PayPal,1
15707567,Yes,Bank Transfer,2
15737792,No,Bank Transfer,3
15599433,No,PayPal,1
15672012,No,PayPal,2
15806983,No,PayPal,0
15592222,No,Credit Card,5
15608968,Yes,PayPal,5
15586959,No,Bank Transfer,4
15646558,No,Bank Transfer,2
15725811,No,PayPal,1
15572265,Yes,PayPal,2
15794048,Yes,Bank Transfer,4
15677610,No,Credit Card,5
15745012,Yes,Credit Card,3
15601589,No,PayPal,3
15686436,Yes,PayPal,2
,,Credit Card,5
15760550,No,Credit Card,5
15686137,Yes,Bank Transfer,4
15809087,,Credit Card,5
15807663,Yes,Bank Transfer,2
15809100,Yes,Credit Card,2
15794916,No,PayPal,2
15614215,No,Credit Card,1
15805449,Yes,PayPal,2
15686983,Yes,PayPal,1
15808017,Yes,PayPal,1
15756804,No,PayPal,3
15646810,Yes,Credit Card,5
15710424,No,Credit Card,0
15799422,Yes,Bank Transfer,5
15692750,No,PayPal,0
15794549,Yes,Bank Transfer,1
15803764,No,PayPal,3
15674840,Yes,Bank Transfer,3
15653762,No,Bank Transfer,4
15581229,,Bank Transfer,0
15800228,Yes,PayPal,5
15656333,No,PayPal,4
15697497,Yes,PayPal,1
15585362,Yes,Credit Card,5
15571928,Yes,Bank Transfer,2
15785519,,PayPal,2
15743007,Yes,PayPal,2
15777211,Yes,Bank Transfer,3
15721935,Yes,Bank Transfer,0
15591711,No,PayPal,4
15625021,Yes,Credit Card,1
15702968,No,Bank Transfer,2
15600462,No,Bank Transfer,3
15768104,Yes,Credit Card,1
15780140,Yes,PayPal,1
15585255,No,PayPal,0
15772781,No,PayPal,0
15669987,Yes,PayPal,1
15697000,Yes,Bank Transfer,0
15733119,No,Bank Transfer,0
15782390,Yes,Bank Transfer,2
15654700,Yes,PayPal,0
15632210,No,Bank Transfer,5
15642041,Yes,PayPal,2
15709737,Yes,Credit Card,1
15792388,No,PayPal,2
15786014,No,Credit Card,0
15794580,Yes,PayPal,3
15675964,Yes,Bank Transfer,4
15814275,No,Credit Card,3
15724848,Yes,PayPal,2
15754713,No,PayPal,0
15693814,Yes,Credit Card,1
15599660,No,Credit Card,1
15746490,No,PayPal,1
15566091,No,Bank Transfer,3
15655961,Yes,Credit Card,1
15710404,Yes,Credit Card,1
15775625,No,PayPal,2
15792328,No,PayPal,4
15719856,No,PayPal,3
15593773,No,Credit Card,5
15733114,No,Bank Transfer,2
15797748,No,PayPal,1
15743411,Yes,PayPal,1
15753337,No,PayPal,5
15601026,No,Credit Card,3
15658485,Yes,Credit Card,2
15636731,No,Credit Card,1
15628303,Yes,Credit Card,4
15633461,No,PayPal,3
15677135,,Bank Transfer,3
15590876,Yes,Bank Transfer,1
15790782,No,PayPal,4
15700476,No,Credit Card,4
15634141,No,Credit Card,1
15737795,Yes,Credit Card,4
15790299,Yes,Credit Card,1
15675316,Yes,PayPal,2
15613630,No,Credit Card,1
