CustomerID,NetPromoterScore,SatisfactionSurveyScore,CustomerLoyaltyProgram,RewardPointsBalance
15590241.0,7.0,6,No,6276
15785819.0,10.0,8,No,1465
15723654.0,-53.0,1,No,6575
15774510.0,40.0,7,No,7104
15684173.0,,9,No,6552
15650068.0,-82.0,8,No,6793
15811490.0,99.0,1,Yes,1131
15803976.0,59.0,8,Yes,3012
15682541.0,51.0,4,Yes,852
15695699.0,-89.0,1,Yes,6250
,28.0,2,Yes,2063
,54.0,6,No,8207
15636673.0,83.0,5,No,6454
15594898.0,-8.0,8,No,8579
15660211.0,-55.0,1,No,4084
15773972.0,25.0,9,Yes,8829
15746726.0,-39.0,1,No,7558
15712287.0,,2,Yes,2720
,22.0,8,Yes,601
15674398.0,59.0,8,Yes,3012
15797960.0,,8,No,4447
15631868.0,-26.0,3,No,9931
15581539.0,60.0,3,No,7621
15662736.0,-57.0,7,No,6779
15666252.0,80.0,6,Yes,1963
15677512.0,-1.0,6,No,2924
15626114.0,-68.0,10,No,8673
15810834.0,56.0,7,No,8815
,66.0,7,Yes,5115
15694408.0,,6,Yes,1129
15585215.0,-62.0,7,No,5706
15682757.0,49.0,5,No,6508
15736601.0,8.0,4,Yes,8212
15601848.0,,6,Yes,4663
15736008.0,31.0,4,No,3552
15669064.0,79.0,3,Yes,648
15624528.0,-18.0,1,No,6545
15598493.0,-42.0,9,No,4768
15601274.0,30.0,10,Yes,6040
15702669.0,53.0,2,No,7238
,8.0,6,No,7013
15742668.0,-93.0,10,No,9666
15697441.0,-2.0,2,No,3722
15740476.0,10.0,8,No,1465
15648064.0,40.0,7,No,7104
15636624.0,-99.0,5,Yes,8542
15807923.0,66.0,7,Yes,5115
15745844.0,31.0,4,No,9089
15786170.0,,9,Yes,6997
15681081.0,-67.0,5,Yes,4042
15684484.0,-64.0,1,Yes,271
15785869.0,-32.0,1,No,9085
15763859.0,-51.0,1,No,8289
,-89.0,1,Yes,6250
15747358.0,-82.0,5,No,5031
15735203.0,89.0,1,No,2779
15576256.0,49.0,1,Yes,5535
15659420.0,-41.0,6,No,2174
15593365.0,,5,Yes,3317
15777352.0,-30.0,1,No,716
15812007.0,74.0,3,No,6234
15625461.0,53.0,2,No,7238
15739438.0,-49.0,3,Yes,2992
15611759.0,89.0,9,Yes,3428
15661629.0,68.0,10,No,7855
15633950.0,43.0,7,Yes,9095
15592386.0,-26.0,3,No,9931
,-42.0,9,No,4768
15696674.0,47.0,9,No,6552
15706365.0,87.0,6,Yes,8007
15745088.0,61.0,2,No,6032
15676715.0,-63.0,3,No,2644
15613085.0,67.0,9,Yes,5592
15633537.0,-18.0,1,No,6545
,74.0,6,No,303
15684042.0,-93.0,10,No,9666
15583303.0,18.0,2,No,4430
15611579.0,61.0,2,No,6032
15774696.0,80.0,6,Yes,1963
15694506.0,-9.0,5,No,529
15688074.0,-65.0,1,Yes,5241
15759537.0,99.0,1,Yes,1131
15758449.0,-53.0,1,No,6575
15583456.0,-30.0,1,No,716
15667871.0,83.0,5,No,6454
15677371.0,39.0,6,No,2770
15629677.0,-10.0,4,Yes,4600
15713578.0,87.0,6,Yes,8007
15591509.0,-40.0,9,No,9585
15568240.0,74.0,3,No,6234
15622993.0,99.0,1,Yes,1131
15689294.0,-67.0,5,Yes,4042
15720910.0,,1,No,873
15721181.0,24.0,4,No,2791
15776433.0,49.0,5,No,6508
,63.0,10,Yes,5053
15717225.0,54.0,6,No,8207
15685226.0,-49.0,3,Yes,2992
15785611.0,54.0,6,No,8207
15573456.0,15.0,5,Yes,1835
15684548.0,47.0,9,Yes,4876
15620505.0,90.0,9,Yes,8909
15807432.0,-11.0,2,Yes,7926
15584766.0,-49.0,3,Yes,2992
15612187.0,,10,Yes,7717
15762218.0,1.0,10,Yes,767
15646372.0,-41.0,1,Yes,7938
15690452.0,-32.0,1,No,9085
15747795.0,-11.0,2,Yes,7926
15781589.0,55.0,1,No,8897
15732674.0,-70.0,3,Yes,7639
15642291.0,47.0,9,Yes,4876
15692761.0,-22.0,9,No,4371
15578045.0,-16.0,7,Yes,3301
15745354.0,-53.0,1,No,6575
15701376.0,33.0,9,No,412
15691625.0,,4,No,265
15566594.0,21.0,1,Yes,6437
15760431.0,65.0,6,No,6425
15686302.0,60.0,3,No,6797
15801559.0,-3.0,6,No,8923
15810432.0,-11.0,8,Yes,3077
15809616.0,49.0,5,No,6508
,-53.0,4,Yes,5940
15695632.0,56.0,7,No,8815
15659843.0,-1.0,8,Yes,3914
15615624.0,57.0,1,Yes,5712
15810418.0,56.0,7,No,8815
15716186.0,-80.0,10,Yes,2717
15674551.0,54.0,6,No,8207
15622834.0,-69.0,7,No,2132
15566111.0,39.0,6,No,2770
15784597.0,-89.0,9,Yes,6501
15652883.0,-68.0,10,No,8673
15806964.0,11.0,6,Yes,5117
15576313.0,-55.0,1,No,4084
15806467.0,71.0,8,No,8328
15597602.0,-27.0,8,Yes,4204
15743040.0,47.0,1,No,858
15705521.0,28.0,2,Yes,2063
15595039.0,-52.0,2,No,7385
15799384.0,-12.0,1,No,1432
15581197.0,89.0,1,No,2779
15693737.0,79.0,3,Yes,648
15624623.0,-71.0,10,No,5778
15783501.0,,1,Yes,1131
,63.0,10,Yes,5053
15782735.0,-51.0,1,No,8289
15611088.0,53.0,2,No,7238
15672145.0,-11.0,2,Yes,7926
15732628.0,14.0,8,No,2346
15787470.0,96.0,7,No,9059
15803406.0,11.0,6,Yes,5117
15730460.0,-32.0,1,No,9085
15644572.0,-59.0,1,Yes,8592
15694860.0,1.0,10,Yes,767
15658169.0,-36.0,8,No,1824
15794396.0,-52.0,2,No,7385
15785798.0,,8,Yes,9959
15710825.0,29.0,1,No,1156
15668444.0,-77.0,10,Yes,1085
15726631.0,78.0,5,No,98
15733797.0,34.0,7,Yes,9904
15747960.0,31.0,4,No,9089
15634632.0,11.0,6,Yes,5117
15707362.0,-51.0,1,No,8289
15662976.0,42.0,3,No,1983
15732778.0,42.0,3,No,1983
15718443.0,-39.0,1,No,5383
15670039.0,6.0,5,Yes,9358
15773792.0,71.0,8,No,8328
15613786.0,-32.0,1,No,9085
15726032.0,63.0,10,Yes,5053
15663252.0,55.0,1,No,8897
15593782.0,-32.0,1,No,9085
15633283.0,51.0,4,Yes,852
15749167.0,-29.0,2,Yes,8661
15759298.0,-36.0,2,Yes,2720
15683625.0,-10.0,4,No,265
15635367.0,76.0,7,Yes,7641
15681705.0,-11.0,8,Yes,3077
15603156.0,90.0,9,Yes,8909
15591986.0,78.0,9,No,417
15798888.0,-57.0,9,Yes,4282
15809722.0,-78.0,6,Yes,4710
15677538.0,,1,No,1156
15797736.0,-57.0,9,Yes,4282
15695585.0,38.0,5,Yes,3317
15744398.0,-78.0,2,Yes,301
15750658.0,23.0,10,No,6431
,53.0,2,No,7238
15676519.0,,8,No,4447
15637954.0,34.0,7,No,8381
15758639.0,67.0,5,No,5364
,74.0,3,No,6234
15731744.0,90.0,9,Yes,8909
15807709.0,-38.0,2,Yes,9955
15714689.0,22.0,8,Yes,601
15699005.0,63.0,10,Yes,5053
15624170.0,67.0,9,Yes,5592
15725679.0,-67.0,5,Yes,4042
15585865.0,-67.0,5,Yes,4042
15804256.0,-11.0,2,Yes,4604
15662403.0,21.0,1,Yes,6437
15733616.0,49.0,1,Yes,5535
15591995.0,-22.0,9,No,4371
15677020.0,-41.0,1,Yes,7938
,96.0,1,No,4544
15715941.0,47.0,9,No,6552
15714485.0,-36.0,8,No,1824
15730059.0,,6,No,8035
15715527.0,71.0,8,No,8328
15576623.0,-58.0,10,No,1059
15805565.0,-51.0,5,No,146
15677307.0,-70.0,3,Yes,7639
15773890.0,47.0,6,No,8035
15598883.0,73.0,8,No,9551
,33.0,1,Yes,6439
15761043.0,-22.0,9,No,4371
15782236.0,14.0,8,No,2346
15593601.0,67.0,5,No,5364
15682048.0,61.0,2,No,6032
15746902.0,79.0,3,Yes,648
15752081.0,68.0,10,No,7855
15781307.0,-70.0,3,Yes,7639
,71.0,5,No,5229
15745417.0,-16.0,7,Yes,3301
15671256.0,-3.0,8,Yes,4455
15653547.0,-93.0,10,No,9666
15595766.0,86.0,7,No,424
15742358.0,18.0,2,No,4430
15763274.0,18.0,2,No,4430
15786063.0,-39.0,1,No,5383
15600258.0,80.0,6,Yes,1963
15573318.0,21.0,2,No,2217
15653849.0,-67.0,5,Yes,4042
15694272.0,-2.0,2,No,3722
15736112.0,-26.0,3,No,9931
15749851.0,-1.0,8,Yes,3914
15663478.0,-69.0,7,No,2132
15592300.0,40.0,7,No,7104
15567832.0,6.0,5,Yes,9358
15776780.0,79.0,3,Yes,648
15592846.0,65.0,6,No,6425
15739803.0,84.0,6,Yes,4663
15794142.0,-88.0,10,No,7344
15762729.0,-52.0,4,Yes,8412
15667896.0,75.0,5,Yes,2097
15626578.0,-40.0,6,No,1593
15776223.0,-10.0,4,No,265
15705953.0,71.0,8,No,8328
15802593.0,-41.0,6,No,2174
15615457.0,-62.0,7,No,5706
15708916.0,60.0,3,No,6797
15720187.0,-64.0,8,Yes,2698
15595440.0,89.0,9,Yes,3428
15600651.0,8.0,4,Yes,8212
15750141.0,-51.0,10,Yes,3586
15657284.0,-42.0,9,No,4768
15763063.0,11.0,6,Yes,5117
15709324.0,-16.0,7,Yes,3301
15711309.0,-67.0,8,No,5186
15775318.0,59.0,8,Yes,3012
15705515.0,-70.0,3,Yes,7639
15634844.0,33.0,1,Yes,6439
15717046.0,33.0,1,Yes,6439
15571816.0,-99.0,1,Yes,3772
15670080.0,68.0,10,No,7855
15800440.0,-93.0,9,Yes,6997
15665678.0,56.0,4,Yes,3302
15665956.0,-30.0,1,No,716
15788126.0,-62.0,7,No,5706
15811773.0,24.0,4,No,2791
15651674.0,78.0,5,No,98
15689614.0,55.0,1,No,8897
,11.0,5,No,6715
15706647.0,-63.0,3,No,2644
15728505.0,47.0,1,No,858
15730076.0,-38.0,2,Yes,9955
15622003.0,53.0,2,No,7238
15607312.0,33.0,9,No,412
15644753.0,-99.0,1,Yes,3772
15653620.0,-59.0,1,Yes,8592
,-75.0,10,Yes,3988
15633922.0,-69.0,1,Yes,9646
15734674.0,71.0,8,No,8328
15658032.0,47.0,6,No,8035
15692671.0,-39.0,1,No,5383
15737741.0,8.0,4,Yes,8212
,60.0,3,No,7621
15753719.0,45.0,2,Yes,3326
15803689.0,29.0,1,No,1156
15718057.0,-11.0,2,Yes,7926
15722010.0,-82.0,8,No,6793
15680998.0,-69.0,1,Yes,9646
15614782.0,6.0,5,Yes,9358
15591047.0,-31.0,9,Yes,5261
15788291.0,-39.0,1,No,7558
15604044.0,-84.0,7,No,7488
15679587.0,51.0,4,Yes,852
15775153.0,-12.0,1,No,1432
15603925.0,33.0,9,No,412
15680970.0,-22.0,1,Yes,6067
15697183.0,68.0,10,No,7855
15567446.0,99.0,10,Yes,1217
15637476.0,-9.0,5,No,529
15714939.0,21.0,1,Yes,6437
15683503.0,-1.0,6,No,2924
15645569.0,29.0,1,No,1156
15782569.0,-51.0,1,No,8289
15592387.0,-51.0,5,No,146
15609286.0,,8,Yes,5900
15814035.0,-22.0,9,No,4371
15661249.0,87.0,6,Yes,8007
15629117.0,-31.0,9,Yes,5261
15607170.0,-9.0,5,No,529
15586585.0,78.0,5,No,98
15686611.0,99.0,10,Yes,1217
15603203.0,-40.0,6,No,1593
15619857.0,21.0,2,No,2217
15805062.0,78.0,5,No,98
15660271.0,84.0,6,Yes,4663
15745295.0,-60.0,2,No,2691
15719352.0,4.0,6,Yes,6017
15766575.0,-27.0,8,Yes,4204
15594594.0,,8,No,2346
15646161.0,-82.0,8,No,6793
15682585.0,-10.0,4,No,265
,66.0,7,Yes,5115
15636444.0,14.0,8,No,2346
,-88.0,10,No,7344
,54.0,6,No,8207
15604119.0,47.0,9,No,6552
15626900.0,-3.0,6,No,8923
15605447.0,-99.0,5,Yes,8542
15589030.0,56.0,9,No,2608
15692463.0,11.0,5,No,6715
15712403.0,-18.0,1,No,6545
15811762.0,-22.0,9,No,4371
15718673.0,74.0,6,Maybe,303
15724282.0,97.0,6,No,2853
15738181.0,-78.0,6,Yes,4710
15633648.0,-12.0,1,No,1432
15603323.0,67.0,5,No,5364
15583725.0,40.0,7,No,7104
15588350.0,96.0,1,No,4544
15798398.0,-60.0,2,No,2691
15784844.0,-70.0,5,Yes,3942
15580684.0,83.0,5,No,6454
15809663.0,-26.0,3,No,9931
15640078.0,-2.0,2,No,3722
15698786.0,-32.0,1,No,9085
15569807.0,65.0,6,No,6425
15730830.0,54.0,6,No,8207
15805112.0,-8.0,8,No,8579
15633064.0,-1.0,8,Yes,3914
15703119.0,-42.0,4,No,9387
15730447.0,8.0,6,No,7013
15813850.0,-41.0,1,Yes,7938
15711889.0,0.0,1,No,1938
15664610.0,86.0,7,No,424
15751710.0,-64.0,1,Yes,271
15692926.0,99.0,3,No,8541
15813741.0,71.0,8,No,8328
15698474.0,30.0,10,Yes,6040
15568595.0,-26.0,3,No,9931
15603065.0,-80.0,10,Yes,2717
15592937.0,-99.0,4,No,2254
15699637.0,-82.0,8,No,6793
15667215.0,-99.0,1,Yes,3772
15788659.0,67.0,5,No,5364
15763218.0,73.0,8,No,9551
15645772.0,78.0,5,No,98
15725511.0,99.0,3,No,8541
15575024.0,-40.0,9,No,9585
,53.0,2,No,7238
15662397.0,-77.0,8,No,4447
15576368.0,61.0,2,No,6032
15674991.0,72.0,10,No,692
15721024.0,64.0,5,Yes,6546
,-22.0,1,Yes,6067
15642394.0,-3.0,8,Yes,4455
15754605.0,-2.0,2,No,3722
15607040.0,-12.0,1,No,1432
15715142.0,-1.0,6,No,2924
15810978.0,-26.0,3,No,9931
15668886.0,-22.0,1,Yes,6067
15780804.0,42.0,3,No,1983
15613880.0,,6,Yes,180
15775238.0,73.0,8,No,9551
15786905.0,-53.0,4,Yes,5940
15747867.0,-82.0,5,No,5031
15600337.0,-18.0,1,No,6545
15801277.0,64.0,5,Yes,6546
15579334.0,,9,Yes,5261
15802741.0,-19.0,6,Yes,180
15720649.0,-57.0,7,No,6779
15589493.0,-11.0,2,Yes,7926
15688251.0,1.0,10,Yes,767
15665238.0,47.0,6,No,7395
15740900.0,-75.0,10,Yes,3988
15681068.0,98.0,6,Yes,1129
15748625.0,-27.0,8,Yes,4204
15727299.0,-2.0,2,No,3722
15620204.0,-12.0,1,No,1432
15669516.0,-81.0,4,Yes,4430
15736534.0,-7.0,6,Yes,3006
15803457.0,-63.0,3,No,2644
15659098.0,90.0,9,Yes,8909
15603436.0,31.0,4,No,9089
15566292.0,21.0,2,No,2217
15808621.0,83.0,5,Yes,9609
15580148.0,59.0,8,Yes,3012
15776231.0,-59.0,1,Yes,8592
15773809.0,57.0,1,Yes,5712
15649423.0,8.0,6,No,7013
15734886.0,11.0,6,Yes,5117
15722548.0,-49.0,3,Yes,2992
15650288.0,-26.0,3,No,9931
15629448.0,65.0,6,No,6425
,-77.0,8,No,4447
15807609.0,-42.0,4,No,9387
15578977.0,11.0,6,Yes,5117
15677369.0,89.0,1,No,2779
15804072.0,6.0,5,Yes,9358
15696859.0,-36.0,8,No,1824
15653780.0,-84.0,7,No,7488
15721658.0,86.0,7,No,6839
15578761.0,-18.0,1,No,6545
15736879.0,60.0,3,No,7621
15571973.0,-88.0,10,No,7344
15626742.0,28.0,2,Yes,2063
15672692.0,-99.0,1,Yes,3772
15673570.0,57.0,1,Yes,5712
15767432.0,25.0,2,Yes,1660
15654238.0,,10,No,7344
15612525.0,56.0,4,Yes,3302
15812750.0,-11.0,8,Yes,3077
15790757.0,47.0,6,No,7395
15723873.0,-39.0,1,No,5383
,47.0,6,No,7395
15612966.0,56.0,7,No,8815
,-26.0,3,No,9931
15794278.0,89.0,1,No,2779
15766741.0,-68.0,10,No,8673
15661036.0,,7,No,8381
15705639.0,-31.0,9,Yes,5261
15637414.0,-49.0,8,Yes,6115
15716835.0,99.0,1,Yes,1131
15696231.0,78.0,5,No,98
15641675.0,83.0,8,No,6158
15670755.0,22.0,8,Yes,601
15640059.0,89.0,2,Yes,1725
15787619.0,23.0,10,No,6431
15587535.0,-77.0,10,Yes,1085
15813034.0,63.0,10,Yes,5053
15698839.0,-41.0,6,No,2174
15790314.0,-32.0,1,No,9085
15634245.0,-40.0,9,No,9585
15677305.0,57.0,1,No,236
15661526.0,-27.0,8,Yes,4204
15685997.0,85.0,8,Yes,1272
15660101.0,30.0,10,Yes,6040
15637979.0,57.0,2,Yes,6105
15815364.0,-93.0,10,No,9666
15647099.0,-11.0,8,Yes,3077
15625944.0,-42.0,9,No,4768
15583212.0,-15.0,10,No,1898
15582741.0,-49.0,3,Yes,2992
15637876.0,-10.0,4,Yes,4600
15622750.0,-41.0,6,No,2174
,-3.0,8,Yes,4455
,78.0,9,No,417
15810864.0,84.0,6,Yes,4663
15677921.0,-57.0,7,No,6779
15724296.0,34.0,7,Yes,9904
15685329.0,56.0,7,No,8815
15584091.0,-39.0,1,No,5383
15640442.0,63.0,10,Yes,5053
15639314.0,-12.0,2,Yes,1587
15685320.0,-78.0,6,Yes,4710
15789158.0,-69.0,7,No,2132
15752137.0,-3.0,10,Yes,7717
15712551.0,25.0,9,Yes,8829
15628936.0,55.0,1,No,8897
15797227.0,68.0,10,No,7855
15769974.0,,5,No,6454
15737051.0,42.0,3,No,1983
