CustomerID,CustomerSupportTickets,IssueResolutionTime,ComplaintSeverity,RefundRequests
15742607,0,12,Medium,0
15773421,0,12,Medium,3
15734649,0,12,Medium,3
15704315,0,12,Medium,0
15622507,0,12,Medium,3
15687527,0,12,Medium,3
15715519,0,12,Medium,3
15735330,0,12,Medium,0
15670898,0,12,Medium,3
15687852,0,12,Medium,0
15589948,0,12,Medium,0
15722632,0,12,Medium,0
15659807,0,12,Medium,0
15661034,0,12,Medium,3
15791877,0,12,Medium,3
15634606,0,12,Medium,3
15581893,0,12,Medium,0
15810839,0,12,Medium,0
15812279,0,12,Medium,3
15607330,0,12,Medium,3
15714680,0,12,Medium,0
15805681,0,12,Medium,0
15672467,0,12,Medium,0
15598948,0,12,Medium,0
15596212,0,12,Medium,0
15729019,0,12,Medium,0
15801462,0,12,Medium,3
15610419,0,12,Medium,0
15652999,0,12,Medium,3
15691950,0,12,Medium,0
15721024,0,14,Low,0
15748625,0,14,Low,0
15696859,0,14,Low,0
15658532,0,14,Low,0
15665077,0,14,Low,0
15672756,0,14,Low,0
15680727,0,14,Low,0
15585901,0,14,Low,0
15782591,0,14,Low,0
15769312,0,14,Low,0
15700657,0,14,Low,0
15665760,0,14,Low,0
15746076,0,14,Low,0
15748639,0,14,Low,0
15753213,0,14,Low,0
15623478,0,14,Low,0
15798960,0,14,Low,0
15642997,0,14,Low,0
15702631,0,14,Low,0
15664737,0,14,Low,0
15717156,0,14,Low,0
15761053,0,14,Low,0
15808905,0,14,Low,0
15682540,0,14,Low,0
15700549,0,14,Low,0
15599976,0,14,Low,0
15597591,0,14,Low,0
15567778,0,14,Low,0
15801915,0,14,Low,0
15719426,0,14,Low,0
15576022,0,14,Low,0
15646262,0,14,Low,0
15619116,0,14,Low,0
15616168,0,14,Low,0
15789560,0,14,Low,0
15655368,0,14,Low,0
15785024,0,14,Low,0
15669290,0,14,Low,0
15627027,0,14,Low,0
15733444,0,14,Low,0
15646310,0,14,Low,0
15625047,0,16,Low,1
15637414,0,16,Low,1
15688963,0,16,Low,1
15584363,0,16,Low,1
15732175,0,16,Low,1
15631460,0,16,Low,1
15701109,0,16,Low,1
15645543,0,16,Low,1
15615096,0,16,Low,1
15670753,0,16,Low,1
15732020,0,16,Low,1
15664204,0,16,Low,1
15689351,0,16,Low,1
15584114,0,16,Low,1
15747878,0,16,Low,1
15707199,0,16,Low,1
15796114,0,16,Low,1
15621267,0,16,Low,1
15810829,0,16,Low,1
15566295,0,16,Low,1
15635141,0,16,Low,1
15699467,0,16,Low,1
15614740,0,16,Low,1
15617790,0,16,Low,1
15596713,0,16,Low,1
15782100,0,16,Low,1
15598162,0,16,Low,1
15800583,0,16,Low,1
15579109,0,16,Low,1
15658240,0,16,Low,1
15640074,0,16,Low,1
15768474,0,16,Low,1
15799859,0,16,Low,1
15748649,0,16,Low,1
15770255,0,16,Low,1
15725002,0,16,Low,1
15707681,0,16,Low,1
15810716,0,16,Low,1
15813192,0,16,Low,1
15619016,0,16,Low,1
15804142,0,16,Low,1
15728709,0,16,Low,1
15700394,0,16,Low,1
15630413,0,16,Low,1
15709447,0,16,Low,1
15700714,0,16,Low,1
15754849,0,18,Low,2
15630053,0,18,Low,2
15779052,0,18,Medium,1
15760085,0,18,Medium,1
15725311,0,18,Medium,1
15686776,0,18,Medium,1
15811773,0,18,Low,2
15689614,0,18,Medium,1
15805062,0,18,Low,2
15763218,0,18,Medium,1
15677369,0,18,Low,2
15631189,0,18,Low,2
15784092,0,18,Medium,1
15800856,0,18,Medium,1
15701333,0,18,Medium,1
15741429,0,18,Low,2
15632256,0,18,Low,2
15651713,0,18,Low,2
15635597,0,18,Low,2
15731890,0,18,Low,2
15808784,0,18,Low,2
15749019,0,18,Medium,1
15730738,0,18,Low,2
15631240,0,18,Medium,1
15667938,0,18,Medium,1
15667751,0,18,Low,2
15775562,0,18,Low,2
15642885,0,18,Medium,1
15814004,0,18,Low,2
15617134,0,18,Low,2
15729908,0,18,Low,2
15702300,0,18,Low,2
15654519,0,18,Low,2
15569248,0,18,Medium,1
15690440,0,18,Medium,1
15599090,0,18,Critical,2
15716728,0,18,Medium,1
15775294,0,18,Low,2
15570087,0,18,Medium,1
15568046,0,18,Low,2
15650086,0,18,Low,2
15691387,0,18,Low,2
15771857,0,18,Low,2
15729515,0,18,Low,2
15625092,0,18,Medium,1
15772250,0,18,Medium,1
15662263,0,18,Medium,1
15608528,0,18,Medium,1
15638607,0,18,Low,2
15674254,0,18,Low,2
15771270,0,18,Low,2
15722053,0,18,Medium,1
15708650,0,18,Low,2
15745623,0,18,Low,2
15778089,0,18,Medium,1
15735688,0,18,Medium,1
15587978,0,18,Low,2
15785831,0,18,Medium,1
15744046,0,18,Low,2
15786454,0,18,Low,2
15785654,0,18,Medium,1
15806922,0,18,Low,2
15678882,0,18,Medium,1
15775750,0,18,Medium,1
15728523,0,18,Low,2
15627699,0,18,Medium,1
15753550,0,18,Medium,1
15763579,0,18,Low,2
15677395,0,18,Medium,1
15598614,0,18,Low,2
15602456,0,18,Low,2
15665014,0,18,Medium,1
15593622,0,18,Medium,1
15735784,0,18,Medium,1
15594436,0,18,Medium,1
15579287,0,18,Low,2
15794356,0,18,Low,2
15601719,0,18,Low,2
15723437,0,18,Medium,1
15684011,0,18,Medium,1
15670552,0,18,Medium,1
15769783,0,18,Low,2
15572631,0,18,Low,2
15717286,0,18,Medium,1
15749345,0,18,Low,2
15658987,0,18,Low,2
15711687,0,18,Low,2
15751628,0,18,Low,2
15749583,0,18,Medium,1
15685805,0,18,Medium,1
15631063,0,18,Low,2
15712903,0,18,Medium,1
15793425,0,18,Low,2
15641773,0,18,Low,2
15781689,0,18,Medium,1
15813946,0,18,Low,2
15568876,0,18,Medium,1
15739850,0,18,Medium,1
15672237,0,18,Low,2
15770811,0,21,High,3
15681081,0,21,High,3
15633537,0,21,High,3
15730447,0,21,High,3
15695846,0,21,High,3
15571928,0,21,High,3
15585198,0,21,High,3
15592583,0,21,High,3
15636238,0,21,High,3
15603216,0,21,High,3
15667742,0,21,High,3
15791373,0,21,High,3
15734044,0,21,High,3
15623712,0,21,High,3
15623536,0,21,High,3
15643361,0,21,High,3
15719579,0,21,High,3
15615207,0,21,High,3
15592078,0,21,High,3
15750014,0,21,High,3
15694349,0,21,High,3
15605113,0,21,High,3
15800514,0,21,High,3
15594340,0,21,High,3
15725094,0,21,High,3
15772559,0,21,High,3
15685019,0,21,High,3
15645404,0,21,High,3
15755642,0,21,High,3
15696552,0,21,High,3
15702601,0,21,High,3
15786463,0,21,High,3
15614847,0,21,High,3
15702061,0,21,High,3
15729359,0,21,High,3
15643794,0,21,High,3
15620988,0,21,High,3
15619674,0,21,High,3
15810891,0,21,High,3
15797149,0,21,High,3
15767821,0,25,High,2
15589475,0,25,High,2
15787174,0,25,High,2
15803406,0,25,High,2
15798888,0,25,High,2
15776223,0,25,High,2
15653620,0,25,High,2
15707567,0,25,High,2
15701602,0,25,High,2
15775572,0,25,High,2
15583748,0,25,High,2
15673908,0,25,High,2
15651533,0,25,High,2
15777639,0,25,High,2
15685844,0,25,High,2
15623927,0,25,High,2
15766765,0,25,High,2
15672374,0,25,High,2
15693947,0,25,High,2
15643294,0,25,High,2
15747649,0,25,High,2
15793042,0,25,High,2
15757541,0,25,High,2
15695792,0,25,High,2
15789753,0,25,High,2
15712409,0,25,High,2
15660385,0,25,High,2
15758050,0,25,High,2
15780654,0,25,High,2
15728078,0,25,High,2
15579559,0,25,High,2
15641794,0,25,High,2
15763414,0,25,High,2
15612444,0,25,High,2
15797475,0,25,High,2
15599084,0,25,High,2
15748499,0,25,High,2
15652048,0,25,High,2
15667633,0,25,High,2
15807194,0,25,High,2
15683339,0,25,High,2
15750049,0,25,High,2
15752915,0,25,High,2
15734850,0,25,High,2
15720123,0,25,High,2
15681274,0,25,High,2
15781298,0,25,High,2
15798964,0,25,High,2
15762615,0,28,Medium,3
15750803,0,28,Medium,3
15585036,0,28,Medium,3
15687752,0,28,Medium,3
15607133,0,28,Medium,3
15742638,0,28,Medium,3
15753549,0,28,Medium,3
15756680,0,28,Medium,3
15716284,0,28,Medium,3
15600934,0,28,Medium,3
15812513,0,28,Medium,3
15675185,0,28,Medium,3
15794566,0,28,Medium,3
15768151,0,28,Medium,3
15810593,0,28,Medium,3
15675380,0,28,Medium,3
15810460,0,28,Medium,3
15763922,0,28,Medium,3
15567991,0,28,Medium,3
15713043,0,28,Medium,3
15814468,0,28,Medium,3
15680683,0,28,Medium,3
15659567,0,28,Medium,3
15768600,0,28,Medium,3
15777994,0,28,Medium,3
15787693,0,28,Medium,3
15744044,0,28,Medium,3
15674750,0,28,Medium,3
15685640,0,28,Medium,3
15634501,0,28,Medium,3
15751227,0,28,Medium,3
15774250,0,28,Medium,3
15583764,0,28,Medium,3
15714241,0,28,Medium,3
15668009,0,28,Medium,3
15611315,0,28,Medium,3
15658946,0,28,Medium,3
15582903,0,28,Medium,3
15804864,0,28,Medium,3
15599211,0,28,Medium,3
15801411,0,28,Medium,3
15566139,0,28,Medium,3
15762762,0,28,Medium,3
15574012,0,33,High,0
15586310,0,33,High,0
15767339,0,33,High,0
15639314,0,33,High,0
15785899,0,33,High,0
15787772,0,33,High,0
15598751,0,33,High,0
15634891,0,33,High,0
15684269,0,33,High,0
15630698,0,33,High,0
15582960,0,33,High,0
15677217,0,33,High,0
15792729,0,33,High,0
15648881,0,33,High,0
15786153,0,33,High,0
15812241,0,33,High,0
15795963,0,33,High,0
15658158,0,33,High,0
15815131,0,33,High,0
15655648,0,33,High,0
15614103,0,33,High,0
15751491,0,33,High,0
15681990,0,33,High,0
15615016,0,33,High,0
15617166,0,33,High,0
15607230,0,33,High,0
15710012,0,33,High,0
15668894,0,33,High,0
15697028,0,33,High,0
15618245,0,33,High,0
15698953,0,33,High,0
15749300,0,33,High,0
15656322,0,33,High,0
15633181,0,33,High,0
15799998,0,33,High,0
15633608,0,33,High,0
15774164,0,33,High,0
15588560,0,33,High,0
15766288,0,33,High,0
15798834,0,33,High,0
15790455,0,33,High,0
15677828,0,33,High,0
15613518,0,33,High,0
15778838,0,33,High,0
15808971,0,33,High,0
15691483,0,34,Medium,1
15716334,0,34,Medium,1
15703119,0,34,Medium,1
15725811,0,34,Medium,1
15589572,0,34,Medium,1
15678385,0,34,Medium,1
15600110,0,34,Medium,1
15811314,0,34,Medium,1
15615020,0,34,Medium,1
15802351,0,34,Medium,1
15765806,0,34,Medium,1
15593014,0,34,Medium,1
15627377,0,34,Medium,1
15734438,0,34,Medium,1
15641575,0,34,Medium,1
15635964,0,34,Medium,1
15597968,0,34,Medium,1
15657603,0,34,Medium,1
15596992,0,34,Medium,1
15608595,0,34,Medium,1
15615832,0,34,Critical,1
15762799,0,34,Medium,1
15812766,0,34,Medium,1
15781619,0,34,Medium,1
15693877,0,34,Medium,1
15727177,0,34,Medium,1
15806570,0,34,Medium,1
15586752,0,34,Medium,1
15799534,0,34,Medium,1
15611365,0,34,Medium,1
15703394,0,34,Medium,1
15746035,0,34,Medium,1
15665159,0,34,Medium,1
15602934,0,34,Medium,1
15740442,0,34,Medium,1
15570271,0,34,Medium,1
15723400,0,34,Medium,1
15804357,0,34,Medium,1
15622370,0,34,Medium,1
15662494,0,34,Medium,1
15742091,0,34,Medium,1
15708710,0,36,High,0
15810834,0,36,High,0
15677307,0,36,High,0
15671256,0,36,High,0
15585241,0,36,High,0
15702789,0,36,High,0
15723006,0,36,High,0
15670374,0,36,High,0
15604804,0,36,High,0
15769346,0,36,High,0
15794479,0,36,High,0
15589320,0,36,High,0
15634772,0,36,High,0
15806688,0,36,High,0
15654346,0,36,High,0
15705001,0,36,High,0
15768367,0,36,High,0
15603170,0,36,High,0
15611551,0,36,High,0
15627251,0,36,High,0
15642570,0,36,High,0
15669945,0,36,High,0
15639590,0,36,High,0
15768124,0,36,High,0
15706463,0,36,High,0
15761168,0,36,High,0
15707488,0,36,High,0
15758510,0,36,High,0
15746065,0,36,High,0
15715638,0,36,High,0
15662152,0,36,High,0
15800049,0,36,High,0
15687634,0,36,High,0
15620832,0,36,High,0
15777060,0,36,High,0
15733460,0,36,High,0
15768881,0,36,High,0
15580912,0,36,High,0
15740160,0,36,High,0
15693690,0,36,High,0
15650424,0,36,High,0
15610454,0,36,High,0
15747130,0,36,High,0
15813844,0,38,Low,0
15749167,0,38,Low,0
15746902,0,38,Low,0
15591047,0,38,Low,0
15792360,0,38,Low,0
15604295,0,38,Low,0
15688880,0,38,Low,0
15812071,0,38,Low,0
15805312,0,38,Low,0
15745543,0,38,Low,0
15635939,0,38,Low,0
15716518,0,38,Low,0
15597951,0,38,Low,0
15774224,0,38,Low,0
15789815,0,38,Low,0
15657163,0,38,Low,0
15618566,0,38,Low,0
15638988,0,38,Low,0
15809137,0,38,Low,0
15765461,0,38,Low,0
15608166,0,38,Low,0
15640409,0,38,Low,0
15782311,0,38,Low,0
15774630,0,38,Low,0
15617252,0,38,Low,0
15624695,0,38,Low,0
15656100,0,38,Low,0
15656717,0,38,Low,0
15773852,0,38,Low,0
15643826,0,38,Low,0
15721116,0,38,Low,0
15605791,0,38,Low,0
15672432,0,38,Low,0
15677112,0,38,Low,0
15699238,0,38,Low,0
15622729,0,38,Low,0
15664083,0,38,Low,0
15686913,0,38,Low,0
15596379,0,38,Low,0
15803479,0,38,Low,0
15617304,0,38,Low,0
15605072,0,38,Low,0
15663987,0,38,Low,0
15599386,0,38,Low,0
15795370,0,38,Low,0
15733229,0,38,Low,0
15587640,0,38,Low,0
15568982,0,40,Medium,1
15795149,0,40,Medium,1
15797219,0,40,Medium,1
15692671,0,40,Medium,1
15673570,0,40,Medium,1
15701265,0,40,Medium,1
15597239,0,40,Medium,1
15617982,0,40,Medium,1
15654851,0,40,Medium,1
15711455,0,40,Medium,1
15780124,0,40,Medium,1
15735246,0,40,Medium,1
15608230,0,40,Medium,1
15655794,0,40,Medium,1
15646609,0,40,Medium,1
15598700,0,40,Medium,1
15740147,0,40,Medium,1
15794276,0,40,Medium,1
15729018,0,40,Medium,1
15577970,0,40,Medium,1
15788151,0,40,Medium,1
15579996,0,40,Medium,1
15594502,0,40,Medium,1
15719508,0,40,Medium,1
15625819,0,40,Medium,1
15672437,0,40,Medium,1
15674765,0,40,Medium,1
15708867,0,40,Medium,1
15766272,0,40,Medium,1
15810878,0,40,Medium,1
15658364,0,40,Medium,1
15591822,0,40,Medium,1
15640852,0,40,Medium,1
15696506,0,40,Medium,1
15708714,0,40,Medium,1
15787196,0,40,Medium,1
15689952,0,40,Medium,1
15718531,0,40,Medium,1
15788189,0,40,Medium,1
15622774,0,40,Medium,1
15617401,0,40,Medium,1
15743051,0,40,Medium,1
15646720,0,40,Medium,1
15586931,0,40,Medium,1
15699047,0,40,Medium,1
15779913,0,40,Medium,1
15584156,0,40,Medium,1
15662337,0,40,Medium,1
15622192,0,40,Medium,1
15785358,0,40,Medium,1
15775761,0,40,Medium,1
15787168,0,40,Medium,1
15799358,0,40,Medium,1
15648064,0,43,Low,0
15598883,0,43,Low,0
15600337,0,43,Low,0
15641675,0,43,Low,0
15622750,0,43,Low,0
15721189,0,43,Low,0
15781586,0,43,Low,0
15622217,0,43,Low,0
15739502,0,43,Low,0
15803804,0,43,Low,0
15756241,0,43,Low,0
15624510,0,43,Low,0
15694253,0,43,Low,0
15632551,0,43,Low,0
15584037,0,43,Low,0
15609299,0,43,Low,0
15812832,0,43,Low,0
15619238,0,43,Low,0
15730353,0,43,Low,0
15688644,0,43,Low,0
15718843,0,43,Low,0
15764293,0,43,Low,0
15576706,0,43,Low,0
15625929,0,43,Low,0
15771222,0,43,Low,0
15628950,0,43,Low,0
15663942,0,43,Low,0
15667451,0,43,Low,0
15788442,0,43,Low,0
15691150,0,43,Low,0
15713983,0,43,Low,0
15774262,0,43,Low,0
15687765,0,43,Low,0
15790689,0,43,Low,0
15761717,0,43,Low,0
15711750,0,43,Low,0
15617029,0,43,Low,0
15813660,0,43,Low,0
15661827,0,43,Low,0
15732621,0,43,Low,0
15790019,0,43,Low,0
15578787,0,43,Low,0
15607874,0,43,Low,0
15802368,0,43,Low,0
15715078,0,43,Low,0
15653050,0,43,Low,0
15618750,0,43,Low,0
15772363,0,43,Low,0
15768163,0,43,Low,0
15580146,0,45,Low,0
15739189,0,45,Low,0
15733974,0,45,Low,0
15719348,0,45,Low,0
15658306,0,45,Low,0
15646276,0,45,Low,0
15703143,0,45,Low,0
15625824,0,45,Low,0
15763055,0,45,Low,0
15748381,0,45,Low,0
15756875,0,45,Low,0
15718893,0,45,Low,0
15761141,0,45,Low,0
15651093,0,45,Low,0
15699247,0,45,Low,0
15733303,0,45,Low,0
15719090,0,45,Low,0
15782418,0,45,Low,0
15799631,0,45,Low,0
15702566,0,45,Low,0
15588517,0,45,Low,0
15799815,0,45,Low,0
15638803,0,45,Low,0
15610379,0,45,Low,0
15781710,0,45,Low,0
15711316,0,45,Low,0
15722083,0,45,Low,0
15641733,0,45,Low,0
15599272,0,45,Low,0
15652289,0,45,Low,0
15592773,0,45,Low,0
15762392,0,45,Low,0
15768746,0,45,Low,0
15619892,0,45,Low,0
15617052,0,45,Low,0
15734714,0,45,Low,0
15649239,0,45,Low,0
15743760,0,45,Low,0
15798605,0,45,Low,0
15628274,0,45,Low,0
15694628,0,45,Low,0
15716822,0,47,Medium,3
15776467,0,47,Medium,3
15758813,0,47,Medium,3
15587913,0,47,Medium,3
15612109,0,47,Medium,3
15586976,0,47,Medium,3
15597896,0,47,Medium,3
15639277,0,47,Medium,3
15571302,0,47,Medium,3
15790336,0,47,Medium,3
15735687,0,47,Medium,3
15726814,0,47,Medium,3
15698294,0,47,Medium,3
15801630,0,47,Medium,3
15756894,0,47,Medium,3
15667476,0,47,Medium,3
15756975,0,47,Medium,3
15629744,0,47,Medium,3
15785373,0,47,Medium,3
15680224,0,47,Medium,3
15757559,0,47,Medium,3
15635256,0,47,Medium,3
15643121,0,47,Medium,3
15575619,0,47,Medium,3
15673877,0,47,Medium,3
15679928,0,47,Medium,3
15811877,0,47,Medium,3
15803378,0,47,Medium,3
15742369,0,47,Medium,3
15647570,0,47,Medium,3
15725076,0,47,Medium,3
15650322,0,47,Medium,3
15598940,0,47,Medium,3
15800031,0,47,Medium,3
15686718,0,47,Medium,3
15753639,0,47,Medium,3
15630704,0,47,Medium,3
15766355,0,47,Medium,3
15807457,0,47,Medium,3
15757385,0,47,Medium,3
15680920,0,48,High,0
15765297,0,48,High,0
15603065,0,48,High,0
15808621,0,48,High,0
15701946,0,48,High,0
15586993,0,48,High,0
15739068,0,48,High,0
15703205,0,48,High,0
15798850,0,48,High,0
15793813,0,48,High,0
15811613,0,48,High,0
15780572,0,48,High,0
15753102,0,48,High,0
15736397,0,48,High,0
15772573,0,48,High,0
15801395,0,48,High,0
15634359,0,48,High,0
15664227,0,48,High,0
15746802,0,48,High,0
15813894,0,48,High,0
15634143,0,48,High,0
15736413,0,48,High,0
15574206,0,48,High,0
15619616,0,48,High,0
15723851,0,48,High,0
15683618,0,48,High,0
15588918,0,48,High,0
15794266,0,48,High,0
15761525,0,48,High,0
15571995,0,48,High,0
15782364,0,48,High,0
15629273,0,48,High,0
15607176,0,48,High,0
15682467,0,48,High,0
15683522,0,48,High,0
15601787,0,48,High,0
15604515,0,48,High,0
15592461,0,50,High,0
15604482,0,50,High,0
15607098,0,50,High,0
15573318,0,50,High,0
15809663,0,50,High,0
15765014,0,50,High,0
15646513,0,50,High,0
15747591,0,50,High,0
15574004,0,50,High,0
15580845,0,50,High,0
15633260,0,50,High,0
15664754,0,50,High,0
15799710,0,50,High,0
15568025,0,50,High,0
15737310,0,50,High,0
15680346,0,50,High,0
15689616,0,50,High,0
15789109,0,50,High,0
15596984,0,50,High,0
15789974,0,50,High,0
15759284,0,50,High,0
15689152,0,50,High,0
15691871,0,50,High,0
15621205,0,50,High,0
15651103,0,50,High,0
15639278,0,50,High,0
15786249,0,50,High,0
15689412,0,50,High,0
15583392,0,50,High,0
15766172,0,50,High,0
15805627,0,50,High,0
15701081,0,50,High,0
15688264,0,50,High,0
15809800,0,50,High,0
15592326,0,50,High,0
15700046,0,50,High,0
15789924,0,50,High,0
15725762,0,50,High,0
15809265,0,50,High,0
15635942,0,50,High,0
15670266,0,50,High,0
15632051,0,50,High,0
15732963,0,52,Low,1
15717426,0,52,High,1
15731511,0,52,High,1
15645248,0,52,Low,1
15635905,0,52,Low,1
15685500,0,52,Low,1
15626144,0,52,High,1
15807923,0,52,Low,1
15573456,0,52,Low,1
15782236,0,52,Low,1
15751710,0,52,High,1
15625944,0,52,Low,1
15752137,0,52,Low,1
15727915,0,52,Low,1
15668032,0,52,High,1
15706534,0,52,High,1
15604217,0,52,High,1
15696900,0,52,High,1
15691104,0,52,High,1
15667651,0,52,Low,1
15790683,0,52,High,1
15798975,0,52,High,1
15706815,0,52,Low,1
15693018,0,52,High,1
15694188,0,52,High,1
15667554,0,52,High,1
15623430,0,52,High,1
15625942,0,52,Low,1
15720284,0,52,High,1
15723706,0,52,High,1
15775905,0,52,High,1
15595883,0,52,Low,1
15596060,0,52,Low,1
15812917,0,52,High,1
15719606,0,52,Low,1
15671766,0,52,High,1
15593715,0,52,High,1
15757632,0,52,Low,1
15740630,0,52,High,1
15572291,0,52,Low,1
15809817,0,52,High,1
15594827,0,52,High,1
15717935,0,52,High,1
15582910,0,52,Low,1
15765952,0,52,High,1
15746341,0,52,Low,1
15797204,0,52,High,1
15625545,0,52,Low,1
15611544,0,52,Low,1
15666652,0,52,Low,1
15789714,0,52,Low,1
15569364,0,52,Low,1
15689492,0,52,Low,1
15764537,0,52,Low,1
15787258,0,52,Low,1
15804862,0,52,High,1
15775067,0,52,Low,1
15656426,0,52,Low,1
15726310,0,52,High,1
15572956,0,52,Low,1
15661349,0,52,High,1
15590199,0,52,High,1
15682084,0,52,High,1
15693543,0,52,Low,1
15741988,0,52,Low,1
15606887,0,52,High,1
15626452,0,52,Low,1
15758023,0,52,Low,1
15627995,0,52,High,1
15747000,0,52,Low,1
15672826,0,52,Low,1
15654878,0,52,High,1
15705899,0,52,Low,1
15643916,0,52,Low,1
15747534,0,52,Low,1
15729110,0,52,High,1
15723318,0,52,High,1
15651020,0,52,High,1
15689661,0,52,Low,1
15726466,0,52,High,1
15655658,0,52,High,1
15801072,0,52,High,1
15807335,0,52,Low,1
15707559,0,52,Low,1
15612729,0,52,High,1
15701166,0,52,Low,1
15613427,0,52,Low,1
15616530,0,52,Low,1
15684296,0,52,Low,1
15777901,0,52,High,1
15576077,0,52,High,1
15699753,0,52,Low,1
15766787,0,52,Low,1
15661162,0,52,High,1
15753462,0,52,Low,1
15608701,0,52,Low,1
15589725,0,52,Low,1
15765345,0,52,High,1
15697546,0,52,Low,1
15705544,0,52,Low,1
15656009,0,52,Low,1
15667424,0,52,Low,1
15738980,0,52,High,1
15596405,0,52,High,1
15785490,0,52,Low,1
15717225,0,56,High,3
15686302,0,56,High,3
15759298,0,56,High,3
15680970,0,56,High,3
15722548,0,56,High,3
15629448,0,56,High,3
15582616,0,56,High,3
15624428,0,56,High,3
15629078,0,56,High,3
15647782,0,56,High,3
15698321,0,56,High,3
15799350,0,56,High,3
15609998,0,56,High,3
15583548,0,56,High,3
15607827,0,56,High,3
15754537,0,56,High,3
15643967,0,56,High,3
15629551,0,56,High,3
15607142,0,56,High,3
15668580,0,56,High,3
15602994,0,56,High,3
15583353,0,56,High,3
15748597,0,56,High,3
15685653,0,56,High,3
15765650,0,56,High,3
15722072,0,56,High,3
15731543,0,56,High,3
15774336,0,56,High,3
15752956,0,56,High,3
15610972,0,56,High,3
15590327,0,56,High,3
15803337,0,56,High,3
15773071,0,56,High,3
15666975,0,56,High,3
15776725,0,56,High,3
15644934,0,56,High,3
15724851,0,56,High,3
15637891,0,56,High,3
15708236,0,56,High,3
15754168,0,56,High,3
15665385,0,56,High,3
15792489,0,56,High,3
15620836,0,56,High,3
15583736,0,56,High,3
15770474,0,56,High,3
15734711,0,56,High,3
15775192,0,56,High,3
15720083,0,56,High,3
15796790,0,56,High,3
15784148,0,56,High,3
15728963,0,56,High,3
15712536,0,56,High,3
15732202,0,56,High,3
15611338,0,56,High,3
15713578,0,58,High,3
15750658,0,58,High,3
15734565,0,58,High,3
15605263,0,58,High,3
15714397,0,58,High,3
15612193,0,58,High,3
15775203,0,58,High,3
15792176,0,58,High,3
15619087,0,58,High,3
15760570,0,58,High,3
15696514,0,58,High,3
15720305,0,58,High,3
15659962,0,58,High,3
15741275,0,58,High,3
15721251,0,58,High,3
15754649,0,58,High,3
15669060,0,58,High,3
15659234,0,58,High,3
15676835,0,58,High,3
15641474,0,58,High,3
15574071,0,58,High,3
15636330,0,58,High,3
15639662,0,58,High,3
15613945,0,58,High,3
15574369,0,58,High,3
15706223,0,58,High,3
15737814,0,58,High,3
15686461,0,58,High,3
15796336,0,58,High,3
15806389,0,58,High,3
15656005,0,58,High,3
15595426,0,58,High,3
15569626,0,58,High,3
15790744,0,58,High,3
15692577,0,58,High,3
15760988,0,58,High,3
15795511,0,58,High,3
15618171,0,58,High,3
15662085,0,59,Low,3
15677871,0,59,Low,3
15787155,0,59,Low,3
15737792,0,59,Low,3
15758035,0,59,Low,3
15630419,0,59,Low,3
15738828,0,59,Low,3
15792649,0,59,Low,3
15809826,0,59,Low,3
15635972,0,59,Low,3
15646539,0,59,Low,3
15697574,0,59,Low,3
15660505,0,59,Low,3
15685920,0,59,Low,3
15669175,0,59,Low,3
15692443,0,59,Low,3
15595136,0,59,Low,3
15664895,0,59,Low,3
15583480,0,59,Low,3
