CustomerID,CompetitorWebsiteVisits,ChurnedFriends,MarketSentimentScore
15800233,2.0,0,Neutral
15789313,2.0,0,Neutral
15700946,2.0,0,Neutral
15747534,2.0,0,Positive
15785975,2.0,0,Neutral
15587299,2.0,0,Positive
15754053,2.0,0,Neutral
15776096,2.0,0,Neutral
15799924,2.0,0,Positive
15757467,2.0,0,Positive
15773421,2.0,0,Positive
15650313,2.0,0,Positive
15798895,2.0,0,Positive
15780088,2.0,0,Neutral
15686885,2.0,0,Neutral
15770995,2.0,0,Neutral
15611318,2.0,0,Positive
15646082,2.0,0,Neutral
15676909,2.0,0,Neutral
15737909,2.0,0,Neutral
15593694,2.0,0,Positive
15652289,2.0,0,Positive
15569917,2.0,0,Neutral
15649101,2.0,0,Neutral
15580579,2.0,0,Neutral
15712483,2.0,0,Neutral
15810716,2.0,0,Positive
15807335,2.0,0,Positive
15697034,2.0,0,Positive
15598338,2.0,0,Positive
15801256,2.0,0,Positive
15683560,2.0,0,Positive
15706557,2.0,0,Neutral
15605916,2.0,0,Neutral
15759480,2.0,0,Neutral
15751032,2.0,0,Neutral
15692931,2.0,0,Positive
15677828,2.0,0,Positive
15630511,2.0,0,Positive
15684669,2.0,0,Positive
15672983,2.0,0,Positive
15707011,2.0,0,Positive
15757829,2.0,0,Positive
15567437,2.0,0,Positive
15656592,2.0,0,Positive
15741181,2.0,0,Positive
15768120,2.0,0,Positive
15567855,2.0,0,Neutral
15583849,2.0,0,Positive
15765857,2.0,0,Neutral
15802823,2.0,0,Positive
15692977,2.0,0,Positive
15611315,2.0,0,Positive
15690337,2.0,0,Neutral
15628863,2.0,0,Neutral
15699797,2.0,0,Positive
15733032,2.0,0,Neutral
15591150,2.0,0,Positive
15582903,2.0,0,Positive
15580953,2.0,0,Neutral
15728043,2.0,0,Neutral
15674833,2.0,0,Neutral
15566139,2.0,0,Positive
15613048,2.0,0,Neutral
15659710,2.0,0,Neutral
15763907,2.0,0,Positive
15772421,2.0,0,Positive
15738224,2.0,0,Positive
15750803,3.0,0,Negative
15591509,3.0,0,Negative
15782569,3.0,0,Negative
15747807,3.0,0,Negative
15585362,3.0,0,Negative
15612064,3.0,0,Negative
15583748,3.0,0,Negative
15709994,3.0,0,Negative
15815560,3.0,0,Negative
15727384,3.0,0,Negative
15666043,3.0,0,Negative
15799825,3.0,0,Negative
15582714,3.0,0,Negative
15568025,3.0,0,Negative
15775905,3.0,0,Negative
15665221,3.0,0,Negative
15648702,3.0,0,Negative
15619653,3.0,0,Negative
15569641,3.0,0,Negative
15715939,3.0,0,Negative
15576094,3.0,0,Negative
15748854,3.0,0,Negative
15607142,3.0,0,Negative
15679968,3.0,0,Negative
15781495,3.0,0,Negative
15751193,3.0,0,Negative
15761775,3.0,0,Negative
15707291,3.0,0,Negative
15620341,3.0,0,Negative
15750569,3.0,0,Negative
15668323,3.0,0,Negative
15798256,3.0,0,Negative
15654975,3.0,0,Negative
15726087,3.0,0,Negative
15684211,3.0,0,Negative
15576000,3.0,0,Negative
15589210,3.0,0,Negative
15688210,3.0,0,Negative
15788224,3.0,0,Negative
15790630,3.0,0,Negative
15703177,3.0,0,Negative
15811343,3.0,0,Negative
15660571,3.0,0,Negative
15570141,3.0,0,Negative
15690589,3.0,0,Negative
15641319,3.0,0,Negative
15653110,3.0,0,Negative
15738191,4.0,0,Negative
15728693,4.0,0,Positive
15716334,4.0,0,Positive
15804256,4.0,0,Negative
15604119,4.0,0,Positive
15589493,4.0,0,Negative
15634245,4.0,0,Positive
15648075,4.0,0,Negative
15708063,4.0,0,Negative
15614220,4.0,0,Negative
15651052,4.0,0,Positive
15684198,4.0,0,Positive
15576517,4.0,0,Negative
15704763,4.0,0,Positive
15651713,4.0,0,Positive
15696703,4.0,0,Negative
15635939,4.0,0,Negative
15589224,4.0,0,Negative
15624633,4.0,0,Negative
15783615,4.0,0,Negative
15583049,4.0,0,Positive
15770420,4.0,0,Positive
15758171,4.0,0,Positive
15575694,4.0,0,Positive
15587177,4.0,0,Positive
15800215,4.0,0,Negative
15670615,4.0,0,Negative
15634968,4.0,0,Negative
15698791,4.0,0,Positive
15753213,4.0,0,Positive
15590344,4.0,0,Positive
15751120,4.0,0,Negative
15620268,4.0,0,Negative
15579808,4.0,0,Positive
15668580,4.0,0,Positive
15673984,4.0,0,Negative
15787014,4.0,0,Positive
15743617,4.0,0,Negative
15611961,4.0,0,Positive
15676958,4.0,0,Positive
15615016,4.0,0,Negative
15784361,4.0,0,Negative
15802857,4.0,0,Negative
15650432,4.0,0,Positive
15651103,4.0,0,Negative
15591286,4.0,0,Positive
15801863,4.0,0,Negative
15718912,4.0,0,Negative
15750099,4.0,0,Positive
15594928,4.0,0,Negative
15656822,4.0,0,Positive
15578546,4.0,0,Positive
15590286,4.0,0,Positive
15634628,4.0,0,Negative
15739548,4.0,0,Positive
15761854,4.0,0,Negative
15699340,4.0,0,Positive
15744273,4.0,0,Negative
15778290,4.0,0,Positive
15690153,4.0,0,Negative
15589881,4.0,0,Positive
15591248,4.0,0,Positive
15785367,4.0,0,Positive
15641860,4.0,0,Negative
15732113,4.0,0,Positive
15738936,4.0,0,Negative
15728333,4.0,0,Negative
15743709,4.0,0,Negative
15585985,4.0,0,Positive
15753092,4.0,0,Negative
15780498,4.0,0,Positive
15770968,4.0,0,Positive
15714642,4.0,0,Positive
15723153,4.0,0,Negative
15689594,4.0,0,Positive
15611767,4.0,0,Negative
15603481,4.0,0,Negative
15660611,4.0,0,Positive
15701160,4.0,0,Negative
15765375,4.0,0,Negative
15787155,5.0,0,Neutral
15813844,5.0,0,Neutral
15677538,5.0,0,Neutral
15748625,5.0,0,Neutral
15794916,5.0,0,Neutral
15803764,5.0,0,Neutral
15779059,5.0,0,Neutral
15575409,5.0,0,Neutral
15765694,5.0,0,Neutral
15748947,5.0,0,Neutral
15615456,5.0,0,Neutral
15756680,5.0,0,Neutral
15687658,5.0,0,Neutral
15652540,5.0,0,Neutral
15671789,5.0,0,Neutral
15776824,5.0,0,Neutral
15616700,5.0,0,Neutral
15704987,5.0,0,Neutral
15619465,5.0,0,Neutral
15726796,5.0,0,Neutral
15749693,5.0,0,Neutral
15741865,5.0,0,Neutral
15660385,5.0,0,Neutral
15767908,5.0,0,Neutral
15703614,5.0,0,Neutral
15690958,5.0,0,Neutral
15740846,5.0,0,Neutral
15567991,5.0,0,Neutral
15802570,5.0,0,Neutral
15779886,5.0,0,Neutral
15780056,5.0,0,Neutral
15771569,5.0,0,Neutral
15644856,5.0,0,Neutral
15664615,5.0,0,Neutral
15573077,5.0,0,Neutral
15629133,5.0,0,Neutral
15578141,5.0,0,Neutral
15678333,5.0,0,Neutral
15799468,5.0,0,Neutral
15793311,5.0,0,Neutral
15764153,5.0,0,Neutral
15579189,5.0,0,Neutral
15669290,5.0,0,Neutral
15755084,5.0,0,Neutral
15726931,6.0,0,Positive
15747358,6.0,0,Neutral
15781589,6.0,0,Negative
15585865,6.0,0,Neutral
15591995,6.0,0,Negative
15605447,6.0,0,Negative
15633648,6.0,0,Positive
15603065,6.0,0,Neutral
15640825,6.0,0,Neutral
15578761,6.0,0,Neutral
15763431,6.0,0,Neutral
15585961,6.0,0,Neutral
15663438,6.0,0,Neutral
15575410,6.0,0,Negative
15763612,6.0,0,Neutral
15754068,6.0,0,Negative
15683124,6.0,0,Positive
15772995,6.0,0,Neutral
15739858,6.0,0,Neutral
15594902,6.0,0,Negative
15673578,6.0,0,Negative
15769216,6.0,0,Neutral
15610337,6.0,0,Neutral
15774098,6.0,0,Negative
15749019,6.0,0,Neutral
15641250,6.0,0,Negative
15670205,6.0,0,Negative
15708212,6.0,0,Negative
15790659,6.0,0,Positive
15732270,6.0,0,Negative
15650670,6.0,0,Positive
15611105,6.0,0,Negative
15813532,6.0,0,Positive
15636982,6.0,0,Negative
15598044,6.0,0,Positive
15776733,6.0,0,Positive
15792008,6.0,0,Neutral
15682268,6.0,0,Positive
15715160,6.0,0,Positive
15574372,6.0,0,Neutral
15671390,6.0,0,Positive
15700864,6.0,0,Negative
15736990,6.0,0,Neutral
15800814,6.0,0,Neutral
15795129,6.0,0,Neutral
15808334,6.0,0,Positive
15793042,6.0,0,Neutral
15814092,6.0,0,Negative
15602811,6.0,0,Positive
15764335,6.0,0,Negative
15569079,6.0,0,Negative
15747808,6.0,0,Positive
15574213,6.0,0,Positive
15711314,6.0,0,Positive
15721251,6.0,0,Positive
15800287,6.0,0,Negative
15611699,6.0,0,Neutral
15605293,6.0,0,Positive
15668248,6.0,0,Positive
15782144,6.0,0,Negative
15595592,6.0,0,Negative
15740072,6.0,0,Positive
15743828,6.0,0,Negative
15606310,6.0,0,Positive
15610755,6.0,0,Positive
15751203,6.0,0,Positive
15596962,6.0,0,Negative
15792250,6.0,0,Neutral
15751185,6.0,0,Neutral
15701280,6.0,0,Positive
15579616,6.0,0,Negative
15652180,6.0,0,Negative
15700627,6.0,0,Neutral
15638257,6.0,0,Negative
15569878,6.0,0,Neutral
15686696,6.0,0,Negative
15715877,6.0,0,Negative
15720919,6.0,0,Neutral
15812888,6.0,0,Neutral
15643671,6.0,0,Neutral
15749300,6.0,0,Positive
15718843,6.0,0,Neutral
15738627,6.0,0,Neutral
15636016,6.0,0,Neutral
15669741,6.0,0,Positive
15778897,6.0,0,Negative
15773276,6.0,0,Positive
15600510,6.0,0,Positive
15590078,6.0,0,Positive
15593425,6.0,0,Neutral
15598259,6.0,0,Negative
15579223,6.0,0,Negative
15660878,6.0,0,Negative
15591344,6.0,0,Negative
15707441,6.0,0,Negative
15698324,6.0,0,Positive
15751180,6.0,0,Neutral
15648725,6.0,0,Neutral
15776156,6.0,0,Negative
15672894,6.0,0,Negative
15668830,6.0,0,Neutral
15763579,6.0,0,Positive
15728010,6.0,0,Neutral
15745804,6.0,0,Positive
15718921,6.0,0,Neutral
15568878,6.0,0,Negative
15731989,6.0,0,Positive
15631756,6.0,0,Positive
15685243,6.0,0,Positive
15568904,6.0,0,Negative
15712068,6.0,0,Negative
15756848,6.0,0,Positive
15645815,6.0,0,Negative
15635116,6.0,0,Neutral
15572022,6.0,0,Positive
15807107,6.0,0,Negative
15806570,6.0,0,Positive
15760568,6.0,0,Positive
15635703,6.0,0,Neutral
15685805,6.0,0,Positive
15574743,6.0,0,Positive
15648858,6.0,0,Negative
15574169,6.0,0,Negative
15792650,6.0,0,Neutral
15806327,6.0,0,Negative
15623989,6.0,0,Neutral
15638047,6.0,0,Positive
15618155,6.0,0,Neutral
15766066,6.0,0,Positive
15687363,6.0,0,Positive
15579820,6.0,0,Negative
15603111,6.0,0,Positive
15704053,6.0,0,Positive
15700714,6.0,0,Positive
15777743,6.0,0,Positive
15623143,6.0,0,Positive
15814690,6.0,0,Neutral
15778304,6.0,0,Negative
15716431,6.0,0,Neutral
15770041,6.0,0,Negative
15598331,6.0,0,Positive
15592531,7.0,0,Negative
15566292,7.0,0,Negative
15637876,7.0,0,Neutral
